row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,696.877.950.467,676.162.874.565,696877950467.0,676162874565.0
Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,,,,
Trừ: Thu nhập không chịu thuế(Cố tức nhận từ công ty con),Điều chỉnh cho thu nhập chịu thuế > Trừ: Thu nhập không chịu thuế(Cố tức nhận từ công ty con),Trừ: Thu nhập không chịu thuế(Cố tức nhận từ công ty con),-,(3.123.937.500),,-3123937500.0
Trừ: Chiết khấu thương mại nằm trướcđược xuất hóa đơn trong năm nay,Điều chỉnh cho thu nhập chịu thuế > Trừ: Chiết khấu thương mại nằm trướcđược xuất hóa đơn trong năm nay,Trừ: Chiết khấu thương mại nằm trướcđược xuất hóa đơn trong năm nay,(45.183.361.802),-,-45183361802.0,
Cộng: Các khoản chi phí không được khấutrừ,Điều chỉnh cho thu nhập chịu thuế > Cộng: Các khoản chi phí không được khấutrừ,Cộng: Các khoản chi phí không được khấutrừ,48.386.165.646,10.033.077.322,48386165646.0,10033077322.0
Cộng: Chiết khấu thương mại chưa xuấthóa đơn trong năm,Điều chỉnh cho thu nhập chịu thuế > Cộng: Chiết khấu thương mại chưa xuấthóa đơn trong năm,Cộng: Chiết khấu thương mại chưa xuấthóa đơn trong năm,11.970.466.567,45.183.361.668,11970466567.0,45183361668.0
Thu nhập chịu thuế năm hiện hành,Điều chỉnh cho thu nhập chịu thuế > Thu nhập chịu thuế năm hiện hành,Thu nhập chịu thuế năm hiện hành,712.051.220.878,728.255.376.055,712051220878.0,728255376055.0
Thu nhập chịu thuế suất thông thường 20%,Điều chỉnh cho thu nhập chịu thuế > Thu nhập chịu thuế suất thông thường 20%,Thu nhập chịu thuế suất thông thường 20%,30.887.318.788,20.198.503.694,30887318788.0,20198503694.0
Thu nhập chịu thuế suất ưu đãi 5%,Điều chỉnh cho thu nhập chịu thuế > Thu nhập chịu thuế suất ưu đãi 5%,Thu nhập chịu thuế suất ưu đãi 5%,681.163.902.090,708.056.872.361,681163902090.0,708056872361.0
Chi phí thuế thu nhập doanh nghiệp tínhtrên thu nhập chịu thuế năm hiện hành,Điều chỉnh cho thu nhập chịu thuế > Chi phí thuế thu nhập doanh nghiệp tínhtrên thu nhập chịu thuế năm hiện hành,Chi phí thuế thu nhập doanh nghiệp tínhtrên thu nhập chịu thuế năm hiện hành,40.235.658.862,39.442.544.357,40235658862.0,39442544357.0
