row_label_raw,row_label_full,Công ty mẹ cấp cao nhất (từ ngày 12 tháng 10 năm 2023),31/12/2023VND > Công ty mẹ cấp cao nhất (từ ngày 12 tháng 10 năm 2023),1/1/2023VND > Công ty mẹ cấp cao nhất (từ ngày 12 tháng 10 năm 2023),numeric__31/12/2023VND > Công ty mẹ cấp cao nhất (từ ngày 12 tháng 10 năm 2023),numeric__1/1/2023VND > Công ty mẹ cấp cao nhất (từ ngày 12 tháng 10 năm 2023)
▪ Công ty Cổ phần Tập đoàn Masan,▪ Công ty Cổ phần Tập đoàn Masan,▪ Công ty Cổ phần Tập đoàn Masan,2.026.872.806,2.234.562.749,2026872806.0,2234562749.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,
▪ Công ty Cổ phần Hàng tiêu dùng Masan,Các bên liên quan khác > ▪ Công ty Cổ phần Hàng tiêu dùng Masan,▪ Công ty Cổ phần Hàng tiêu dùng Masan,24.054.314.116,44.344.572.562,24054314116.0,44344572562.0
▪ Công ty Cổ phần The CrownX,Các bên liên quan khác > ▪ Công ty Cổ phần The CrownX,▪ Công ty Cổ phần The CrownX,1.351.076.181,-,1351076181.0,
▪ Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Các bên liên quan khác > ▪ Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,▪ Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,351.800,-,351800.0,
