row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2023VND,2022VND,,
Công ty Cổ phần Masan Jinju,Công ty Cổ phần Masan Jinju,Công ty Cổ phần Masan Jinju,Công ty Cổ phần Masan Jinju,Công ty Cổ phần Masan Jinju,,
Cung cấp dịch vụ,Công ty Cổ phần Masan Jinju > Cung cấp dịch vụ,Cung cấp dịch vụ,9.527.000.000,-,9527000000.0,
Công ty TNHH MNS Meat Processing,Công ty TNHH MNS Meat Processing,Công ty TNHH MNS Meat Processing,Công ty TNHH MNS Meat Processing,Công ty TNHH MNS Meat Processing,,
Vay,Công ty TNHH MNS Meat Processing > Vay,Vay,-,1.722.800.000.000,,1722800000000.0
Trả nợ gốc vay,Công ty TNHH MNS Meat Processing > Trả nợ gốc vay,Trả nợ gốc vay,1.154.200.000.000,568.600.000.000,1154200000000.0,568600000000.0
Chi phí lãi vay,Công ty TNHH MNS Meat Processing > Chi phí lãi vay,Chi phí lãi vay,1.517.852.057,1.418.734.248,1517852057.0,1418734248.0
Mua khoản đầu tư,Công ty TNHH MNS Meat Processing > Mua khoản đầu tư,Mua khoản đầu tư,-,1.296.000.000.000,,1296000000000.0
Công ty TNHH MNS Farm,Công ty TNHH MNS Farm,Công ty TNHH MNS Farm,Công ty TNHH MNS Farm,Công ty TNHH MNS Farm,,
Vay,Công ty TNHH MNS Farm > Vay,Vay,-,864.000.000.000,,864000000000.0
Trả nợ gốc vay,Công ty TNHH MNS Farm > Trả nợ gốc vay,Trả nợ gốc vay,864.000.000.000,-,864000000000.0,
Chi phí lãi vay,Công ty TNHH MNS Farm > Chi phí lãi vay,Chi phí lãi vay,1.172.054.795,1.477.041.096,1172054795.0,1477041096.0
Mua khoản đầu tư,Công ty TNHH MNS Farm > Mua khoản đầu tư,Mua khoản đầu tư,-,864.000.000.000,,864000000000.0
Công ty TNHH MEATDeli Sài Gòn,Công ty TNHH MEATDeli Sài Gòn,Công ty TNHH MEATDeli Sài Gòn,Công ty TNHH MEATDeli Sài Gòn,Công ty TNHH MEATDeli Sài Gòn,,
Cho vay,Công ty TNHH MEATDeli Sài Gòn > Cho vay,Cho vay,118.500.000.000,131.000.000.000,118500000000.0,131000000000.0
