row_label_raw,row_label_full,STT,Chỉ tiêu,Năm 2023 > (tỷ VND),Năm 2022 > (tỷ VND),Biến động > Giá trị (tỷ VND),Biến động > Tỷ lệ (%),numeric__Chỉ tiêu,numeric__Năm 2023 > (tỷ VND),numeric__Năm 2022 > (tỷ VND),numeric__Biến động > Giá trị (tỷ VND),numeric__Biến động > Tỷ lệ (%)
1,1,1,Doanh thu thuần,100,-,100,100%,,100.0,,100.0,1.0
2,2,2,Lợi nhuận gộp,5,-,5,100%,,5.0,,5.0,1.0
3,3,3,Doanh thu hoạt động tài chính,196,399,(203),-51%,,196.0,399.0,-203.0,-0.51
4,4,4,Chi phí tài chính,640,274,366,134%,,640.0,274.0,366.0,1.34
5,5,5,Chi phí quản lý doanh nghiệp,13,111,(98),-88%,,13.0,111.0,-98.0,-0.88
6,6,6,(Lỗ)/lợi nhuận thuần sau thuế,(451),13,(464),-3.569%,,-451.0,13.0,-464.0,-35.69
