row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2023 VND > -,Phát sinh VND > 10.266.474.867,Nộp VND > -,Cán trừ VND > (5.345.037.526),31/12/2023 VND > 4.921.437.341,numeric__1/1/2023 VND > -,numeric__Phát sinh VND > 10.266.474.867,numeric__Nộp VND > -,numeric__Cán trừ VND > (5.345.037.526),numeric__31/12/2023 VND > 4.921.437.341
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.788.446.307,14.652.883.191,(15.047.234.400),(152.056.579),2.242.038.519,2788446307.0,14652883191.0,-15047234400.0,-152056579.0,2242038519.0
Thuế khác và phải nộp khác,Thuế khác và phải nộp khác,Thuế khác và phải nộp khác,-,137.000.000,(137.000.000),-,-,,137000000.0,-137000000.0,,
,,,2.788.446.307,25.056.358.058,(15.184.234.400),(5.497.094.105),7.163.475.860,2788446307.0,25056358058.0,-15184234400.0,-5497094105.0,7163475860.0
