row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2023VND,2022VND,,
Công ty TNHH Tầm nhìn Masan (trước đây là “Công ty Cổ phần Tầm nhìn Masan”),Công ty TNHH Tầm nhìn Masan (trước đây là “Công ty Cổ phần Tầm nhìn Masan”),Công ty TNHH Tầm nhìn Masan (trước đây là “Công ty Cổ phần Tầm nhìn Masan”),Công ty TNHH Tầm nhìn Masan (trước đây là “Công ty Cổ phần Tầm nhìn Masan”),Công ty TNHH Tầm nhìn Masan (trước đây là “Công ty Cổ phần Tầm nhìn Masan”),,
Cho vay,Công ty TNHH Tầm nhìn Masan (trước đây là “Công ty Cổ phần Tầm nhìn Masan”) > Cho vay,Cho vay,-,3.028.150.000.000,,3028150000000.0
Thu hồi khoản cho vay,Công ty TNHH Tầm nhìn Masan (trước đây là “Công ty Cổ phần Tầm nhìn Masan”) > Thu hồi khoản cho vay,Thu hồi khoản cho vay,288.772.420.206,967.000.000.000,288772420206.0,967000000000.0
Thu nhập lãi cho vay,Công ty TNHH Tầm nhìn Masan (trước đây là “Công ty Cổ phần Tầm nhìn Masan”) > Thu nhập lãi cho vay,Thu nhập lãi cho vay,154.180.718.084,88.569.667.806,154180718084.0,88569667806.0
Công ty Cổ phần The CrownX,Công ty Cổ phần The CrownX,Công ty Cổ phần The CrownX,Công ty Cổ phần The CrownX,Công ty Cổ phần The CrownX,,
Mua dịch vụ,Công ty Cổ phần The CrownX > Mua dịch vụ,Mua dịch vụ,178.713.781,-,178713781.0,
Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản,Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản,Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản,Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản,Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản,,
Thu nhập cổ tức,Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản > Thu nhập cổ tức,Thu nhập cổ tức,11.099.014.300,-,11099014300.0,
Thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt,,
Thù lao trả cho thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt > Thù lao trả cho thành viên quản lý chủ chốt,Thù lao trả cho thành viên quản lý chủ chốt,5.070.902.000,4.888.553.960,5070902000.0,4888553960.0
