row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2016Nghìn VND > -,Số phải nộp trong nămNghìn VND > 401.504.714,Số đã nộp/bùtrừ trong nămNghìn VND > (401.504.714),31/12/2016Nghìn VND > -,numeric__1/1/2016Nghìn VND > -,numeric__Số phải nộp trong nămNghìn VND > 401.504.714,numeric__Số đã nộp/bùtrừ trong nămNghìn VND > (401.504.714),numeric__31/12/2016Nghìn VND > -
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,115.104.084,(115.104.084),-,,115104084.0,-115104084.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,4.005,14.320.441,(363.147),13.961.299,4005.0,14320441.0,-363147.0,13961299.0
Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,-,13.227.925,(13.227.925),-,,13227925.0,-13227925.0,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,25.513.474,41.175.268,(41.122.757),25.565.985,25513474.0,41175268.0,-41122757.0,25565985.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,349.342.320,(349.342.320),-,,349342320.0,-349342320.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,4.449.340,42.196.730,(42.702.451),3.943.619,4449340.0,42196730.0,-42702451.0,3943619.0
,,,29.966.819,976.871.482,(963.367.398),43.470.903,29966819.0,976871482.0,-963367398.0,43470903.0
