row_label_raw,row_label_full,col_0,Vốn cổ phầnNghìn VND,Thặng dư vốn cổ phầnNghìn VND,Vốn khác của chủ sở hữuNghìn VND,Lợi nhuận chưa phân phốiNghìn VND,Vốn chủ sở hữu thuộc về các chủ sở hữu của Công tyNghìn VND,Lợi ích cổ đông không kiểm soátNghìn VND,Tổng cộngNghìn VND,numeric__Vốn cổ phầnNghìn VND,numeric__Thặng dư vốn cổ phầnNghìn VND,numeric__Vốn khác của chủ sở hữuNghìn VND,numeric__Lợi nhuận chưa phân phốiNghìn VND,numeric__Vốn chủ sở hữu thuộc về các chủ sở hữu của Công tyNghìn VND,numeric__Lợi ích cổ đông không kiểm soátNghìn VND,numeric__Tổng cộngNghìn VND
Số dư tại ngày 1 tháng 1 năm 2015,Số dư tại ngày 1 tháng 1 năm 2015,Số dư tại ngày 1 tháng 1 năm 2015,7.194.473.280,1.944.327.324,(295.683.347),2.289.827.945,11.132.945.202,377.867.178,11.510.812.380,7194473280.0,1944327324.0,-295683347.0,2289827945.0,11132945202.0,377867178.0,11510812380.0
Lợi nhuận/(lỗ) thuần trong năm,Lợi nhuận/(lỗ) thuần trong năm,Lợi nhuận/(lỗ) thuần trong năm,-,-,-,152.135.747,152.135.747,(67.813.718),84.322.029,,,,152135747.0,152135747.0,-67813718.0,84322029.0
Số dư tại ngày 1 tháng 1 năm 2016,Số dư tại ngày 1 tháng 1 năm 2016,Số dư tại ngày 1 tháng 1 năm 2016,7.194.473.280,1.944.327.324,(295.683.347),2.441.963.692,11.285.080.949,310.053.460,11.595.134.409,7194473280.0,1944327324.0,-295683347.0,2441963692.0,11285080949.0,310053460.0,11595134409.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,109.841.024,109.841.024,5.504.850,115.345.874,,,,109841024.0,109841024.0,5504850.0,115345874.0
Số dư tại ngày 31 tháng 12 năm 2016,Số dư tại ngày 31 tháng 12 năm 2016,Số dư tại ngày 31 tháng 12 năm 2016,7.194.473.280,1.944.327.324,(295.683.347),2.551.804.716,11.394.921.973,315.558.310,11.710.480.283,7194473280.0,1944327324.0,-295683347.0,2551804716.0,11394921973.0,315558310.0,11710480283.0
