row_label_raw,row_label_full,col_0,Tập đoàn,Tập đoàn_1,Công ty,Công ty_1,numeric__Tập đoàn,numeric__Tập đoàn_1,numeric__Công ty,numeric__Công ty_1
,,,31/12/2016Nghìn VND,1/1/2016Nghìn VND,31/12/2016Nghìn VND,1/1/2016Nghìn VND,,,,
Tiền thường,Tiền thường,Tiền thường,17.555.938,5.792.711,-,-,17555938.0,5792711.0,,
Tiền lãi vay phải trả,Tiền lãi vay phải trả,Tiền lãi vay phải trả,312.366.388,251.034.100,-,-,312366388.0,251034100.0,,
Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,1.736.128,1.907.433,-,-,1736128.0,1907433.0,,
Thuế và phí tài nguyên,Thuế và phí tài nguyên,Thuế và phí tài nguyên,230.260.525,286.165.753,-,-,230260525.0,286165753.0,,
Chi phí xây dựng phải trả,Chi phí xây dựng phải trả,Chi phí xây dựng phải trả,102.639.226,139.122.810,-,-,102639226.0,139122810.0,,
Phí tư vấn,Phí tư vấn,Phí tư vấn,9.032.311,14.990.638,-,-,9032311.0,14990638.0,,
Chi phí hoạt động,Chi phí hoạt động,Chi phí hoạt động,119.251.190,96.350.608,-,-,119251190.0,96350608.0,,
Chi phí phải trả khác,Chi phí phải trả khác,Chi phí phải trả khác,1.380.829,2.908.193,934.647,778.096,1380829.0,2908193.0,934647.0,778096.0
,,,794.222.535,798.272.246,934.647,778.096,794222535.0,798272246.0,934647.0,778096.0
