row_label_raw,row_label_full,col_0,Nhà cửa và vật kiến trúc Nghìn VND,Máy móc và thiết bị Nghìn VND,Dụng cụ văn phòng Nghìn VND,Phương tiện vận chuyển Nghìn VND,Tài sản khai thác khoáng sản khác Nghìn VND,Tổng cộng Nghìn VND,numeric__Nhà cửa và vật kiến trúc Nghìn VND,numeric__Máy móc và thiết bị Nghìn VND,numeric__Dụng cụ văn phòng Nghìn VND,numeric__Phương tiện vận chuyển Nghìn VND,numeric__Tài sản khai thác khoáng sản khác Nghìn VND,numeric__Tổng cộng Nghìn VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,2.289.020.664,10.243.499.553,35.852.590,23.269.017,5.026.291.284,17.617.933.108,2289020664.0,10243499553.0,35852590.0,23269017.0,5026291284.0,17617933108.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,-,12.900.910,1.564.343,-,-,14.465.253,,12900910.0,1564343.0,,,14465253.0
Chuyển từ xây dựng cơ bản dở dang (Thuyết minh 12),Nguyên giá > Chuyển từ xây dựng cơ bản dở dang (Thuyết minh 12),Chuyển từ xây dựng cơ bản dở dang (Thuyết minh 12),1.143.877.938,1.595.805.074,1.549.482,4.098.777,-,2.745.331.271,1143877938.0,1595805074.0,1549482.0,4098777.0,,2745331271.0
Phân loại lại,Nguyên giá > Phân loại lại,Phân loại lại,(5.162.585),5.205.163,2.785.995,2.743.595,-,5.572.168,-5162585.0,5205163.0,2785995.0,2743595.0,,5572168.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,-,-,-,(6.672.968),-,(6.672.968),,,,-6672968.0,,-6672968.0
Xóa sổ,Nguyên giá > Xóa sổ,Xóa sổ,-,-,(1.141.528),(1.155.000),-,(2.296.528),,,-1141528.0,-1155000.0,,-2296528.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,3.427.736.017,11.857.410.700,40.610.882,22.283.421,5.026.291.284,20.374.332.304,3427736017.0,11857410700.0,40610882.0,22283421.0,5026291284.0,20374332304.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,193.155.654,815.232.772,24.769.221,14.834.669,313.363.098,1.361.355.414,193155654.0,815232772.0,24769221.0,14834669.0,313363098.0,1361355414.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,157.931.126,616.950.806,3.658.332,3.798.129,195.059.021,977.397.414,157931126.0,616950806.0,3658332.0,3798129.0,195059021.0,977397414.0
Phân loại lại,Giá trị hao mòn lũy kế > Phân loại lại,Phân loại lại,(516.259),558.837,2.785.995,2.743.595,-,5.572.168,-516259.0,558837.0,2785995.0,2743595.0,,5572168.0
Thanh lý,Giá trị hao mòn lũy kế > Thanh lý,Thanh lý,-,-,-,(5.794.106),-,(5.794.106),,,,-5794106.0,,-5794106.0
Xóa sổ,Giá trị hao mòn lũy kế > Xóa sổ,Xóa sổ,-,-,(1.102.978),(737.916),-,(1.840.894),,,-1102978.0,-737916.0,,-1840894.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,350.570.521,1.432.742.415,30.110.570,14.844.371,508.422.119,2.336.689.996,350570521.0,1432742415.0,30110570.0,14844371.0,508422119.0,2336689996.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,2.095.865.010,9.428.266.781,11.083.369,8.434.348,4.712.928.186,16.256.577.694,2095865010.0,9428266781.0,11083369.0,8434348.0,4712928186.0,16256577694.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,3.077.165.496,10.424.668.285,10.500.312,7.439.050,4.517.869.165,18.037.642.308,3077165496.0,10424668285.0,10500312.0,7439050.0,4517869165.0,18037642308.0
