row_label_raw,row_label_full,Tập đoàn:,2016Nghìn VND,2015Nghìn VND,numeric__2016Nghìn VND,numeric__2015Nghìn VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,3.994.917.610,3.185.593.593,3994917610.0,3185593593.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,986.327.607,1.904.441.432,986327607.0,1904441432.0
Chuyển sang tài sản cố định hữu hình (Thuyết minh 9),Chuyển sang tài sản cố định hữu hình (Thuyết minh 9),Chuyển sang tài sản cố định hữu hình (Thuyết minh 9),(2.745.331.271),(1.106.684.101),-2745331271.0,-1106684101.0
Chuyển sang tài sản cố định vô hình (Thuyết minh 11),Chuyển sang tài sản cố định vô hình (Thuyết minh 11),Chuyển sang tài sản cố định vô hình (Thuyết minh 11),-,(1.788.130),,-1788130.0
Chuyển (sang)/từ chỉ phí trả trước dài hạn (Thuyết minh 14),Chuyển (sang)/từ chỉ phí trả trước dài hạn (Thuyết minh 14),Chuyển (sang)/từ chỉ phí trả trước dài hạn (Thuyết minh 14),(554.295.375),13.354.816,-554295375.0,13354816.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.681.618.571,3.994.917.610,1681618571.0,3994917610.0
