row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,Thuyếtminh,2021VND,2020VND,,,
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01 Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01 Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,01 Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,,1.950.554.479.430,714.828.736.208,,1950554479430.0,714828736208.0
"02 Khấu hao tài sản cố định (""TSCĐ"")","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02 Khấu hao tài sản cố định (""TSCĐ"")","02 Khấu hao tài sản cố định (""TSCĐ"")",33,1.376.181.246.066,1.307.733.122.077,33.0,1376181246066.0,1307733122077.0
03 Các khoản dự phòng/(hoản nhập dự phòng),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03 Các khoản dự phòng/(hoản nhập dự phòng),03 Các khoản dự phòng/(hoản nhập dự phòng),,37.461.292.602,(8.714.265.000),,37461292602.0,-8714265000.0
04 Lãi chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiên tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04 Lãi chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiên tệ có gốc ngoại tệ,04 Lãi chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiên tệ có gốc ngoại tệ,,(7.011.270.188),(1.529.533.085),,-7011270188.0,-1529533085.0
05 Lãi từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05 Lãi từ hoạt động đầu tư,05 Lãi từ hoạt động đầu tư,27,(132.767.486.931),(113.886.918.345),27.0,-132767486931.0,-113886918345.0
06 Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06 Chi phí lãi vay,06 Chi phí lãi vay,28,17.981.195.647,41.810.133.108,28.0,17981195647.0,41810133108.0
07 Các khoản điều chỉnh khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07 Các khoản điều chỉnh khác,07 Các khoản điều chỉnh khác,,216.728.275.492,79.425.415.134,,216728275492.0,79425415134.0
08 Lợi nhuận từ hoạt động kinh doanh trướcnhững thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08 Lợi nhuận từ hoạt động kinh doanh trướcnhững thay đổi vốn lưu động,08 Lợi nhuận từ hoạt động kinh doanh trướcnhững thay đổi vốn lưu động,,3.459.127.732.118,2.019.666.690.097,,3459127732118.0,2019666690097.0
09 Giảm các khoản phải thu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09 Giảm các khoản phải thu,09 Giảm các khoản phải thu,,31.089.883.329,136.376.789.203,,31089883329.0,136376789203.0
10 (Tăng)/giảm hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10 (Tăng)/giảm hàng tồn kho,10 (Tăng)/giảm hàng tồn kho,,(1.374.095.755.944),462.444.704.629,,-1374095755944.0,462444704629.0
11 Tăng/(giảm) các khoản phải trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11 Tăng/(giảm) các khoản phải trả,11 Tăng/(giảm) các khoản phải trả,,981.411.438.430,(701.956.333.912),,981411438430.0,-701956333912.0
12 (Tăng)/giảm chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12 (Tăng)/giảm chi phí trả trước,12 (Tăng)/giảm chi phí trả trước,,(284.020.764.736),21.015.420.222,,-284020764736.0,21015420222.0
