row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
14 Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14 Tiền lãi vay đã trả,14 Tiền lãi vay đã trả,,(21.715.727.982),(55.744.922.177),,-21715727982.0,-55744922177.0
15 Thuế TNDN đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15 Thuế TNDN đã nộp,15 Thuế TNDN đã nộp,,(76.263.646.748),(41.351.500.466),,-76263646748.0,-41351500466.0
17 Tiền chi khác từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17 Tiền chi khác từ hoạt động kinh doanh,17 Tiền chi khác từ hoạt động kinh doanh,,(170.825.190.922),(82.664.872.893),,-170825190922.0,-82664872893.0
20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,,2.544.707.967.545,1.757.785.974.703,,2544707967545.0,1757785974703.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"21 Tiền chỉ đề mua sắm, xây dựng TSCĐ và cáctài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21 Tiền chỉ đề mua sắm, xây dựng TSCĐ và cáctài sản dài hạn khác","21 Tiền chỉ đề mua sắm, xây dựng TSCĐ và cáctài sản dài hạn khác",,(155.205.532.724),(266.572.144.053),,-155205532724.0,-266572144053.0
23 Tiền chỉ cho tiền gửi có kỳ hạn trên 3 tháng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23 Tiền chỉ cho tiền gửi có kỳ hạn trên 3 tháng,23 Tiền chỉ cho tiền gửi có kỳ hạn trên 3 tháng,,(6.530.000.000.000),(3.290.000.000.000),,-6530000000000.0,-3290000000000.0
24 Tiền thu từ tiền gửi có kỳ hạn trên 3 tháng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24 Tiền thu từ tiền gửi có kỳ hạn trên 3 tháng,24 Tiền thu từ tiền gửi có kỳ hạn trên 3 tháng,,4.470.000.000.000,2.990.000.000.000,,4470000000000.0,2990000000000.0
"27 Tiền thu lãi tiền gửi, cổ tức","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27 Tiền thu lãi tiền gửi, cổ tức","27 Tiền thu lãi tiền gửi, cổ tức",,116.654.243.097,113.344.890.950,,116654243097.0,113344890950.0
30 Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30 Lưu chuyển tiền thuần từ hoạt động đầu tư,30 Lưu chuyển tiền thuần từ hoạt động đầu tư,,(2.098.551.289.627),(453.227.253.103),,-2098551289627.0,-453227253103.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
33 Tiền thu đi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33 Tiền thu đi vay,33 Tiền thu đi vay,35,1.380.601.265.566,1.690.158.567.850,35.0,1380601265566.0,1690158567850.0
34 Tiền chỉ trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34 Tiền chỉ trả nợ gốc vay,34 Tiền chỉ trả nợ gốc vay,35,(1.500.935.927.152),(2.633.448.797.133),35.0,-1500935927152.0,-2633448797133.0
36 Tiền cổ tức đã trả cho cổ đông,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36 Tiền cổ tức đã trả cho cổ đông,36 Tiền cổ tức đã trả cho cổ đông,,(423.444.313.500),(317.605.344.000),,-423444313500.0,-317605344000.0
40 Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40 Lưu chuyển tiền thuần từ hoạt động tài chính,40 Lưu chuyển tiền thuần từ hoạt động tài chính,,(543.778.975.086),(1.260.895.573.283),,-543778975086.0,-1260895573283.0
50 Lưu chuyển tiền thuần trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50 Lưu chuyển tiền thuần trong năm,50 Lưu chuyển tiền thuần trong năm,,(97.622.297.168),43.663.148.317,,-97622297168.0,43663148317.0
60 Tiền và tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60 Tiền và tương đương tiền đầu năm,60 Tiền và tương đương tiền đầu năm,3,507.850.887.756,464.482.357.354,3.0,507850887756.0,464482357354.0
61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đốingoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đốingoại tệ,61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đốingoại tệ,,50.520.188,(294.617.915),,50520188.0,-294617915.0
70 Tiền và tương đương tiền cuối năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70 Tiền và tương đương tiền cuối năm,70 Tiền và tương đương tiền cuối năm,3,410.279.110.776,507.850.887.756,3.0,410279110776.0,507850887756.0
