row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
300,300,300,NỘ PHẢI TRÀ,,3.557.074.041.533,2.356.487.909.540,,,3557074041533.0,2356487909540.0
310,310,310,Nợ ngắn hạn,,3.152.336.868.219,2.020.883.913.914,,,3152336868219.0,2020883913914.0
311,311,311,Phải trả người bán ngắn hạn,12,773.882.972.523,694.934.477.367,,12.0,773882972523.0,694934477367.0
312,312,312,Người mua trả tiền trước ngắn hạn,13,285.544.035.325,118.179.756.704,,13.0,285544035325.0,118179756704.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,14(b),94.128.886.543,28.199.211.582,,,94128886543.0,28199211582.0
314,314,314,Phải trả người lao động,,179.102.501.797,91.755.545.831,,,179102501797.0,91755545831.0
315,315,315,Chỉ phí phải trả ngắn hạn,15,552.937.882.159,125.061.571.535,,15.0,552937882159.0,125061571535.0
319,319,319,Phải trả ngắn hạn khác,16,386.214.561.958,126.707.675.137,,16.0,386214561958.0,126707675137.0
320,320,320,Vay ngắn hạn,17(a),685.901.453.586,681.411.884.361,,,685901453586.0,681411884361.0
322,322,322,"Quỹ khen thưởng, phúc lợi",19,194.624.574.328,154.633.791.397,,19.0,194624574328.0,154633791397.0
330,330,330,Nợ dài hạn,,404.737.173.314,335.603.995.626,,,404737173314.0,335603995626.0
338,338,338,Vay dài hạn,17(b),-,131.784.980.811,,,,131784980811.0
343,343,343,Quỹ phát triển khoa học và công nghệ,20,404.737.173.314,203.819.014.815,,20.0,404737173314.0,203819014815.0
400,400,400,VỐN CHỦ SỞ HỮU,,7.442.838.602.124,6.292.488.801.937,,,7442838602124.0,6292488801937.0
410,410,410,Vốn chủ sở hữu,,7.442.838.602.124,6.292.488.801.937,,,7442838602124.0,6292488801937.0
411,411,411,Vốn góp của chủ sở hữu,"21, 22",5.294.000.000.000,5.294.000.000.000,,,5294000000000.0,5294000000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,5.294.000.000.000,5.294.000.000.000,,,5294000000000.0,5294000000000.0
418,418,418,Quỹ đầu tư phát triển,22,961.092.701.356,414.542.823.262,,22.0,961092701356.0,414542823262.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",22,1.187.745.900.768,583.945.978.675,,22.0,1187745900768.0,583945978675.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các nằm trước,,108.687.381.882,110.739.024.355,,,108687381882.0,110739024355.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,1.079.058.518.886,473.206.954.320,,,1079058518886.0,473206954320.0
440,440,440,TỔNG NGUỒN VỐN,,10.999.912.643.657,8.648.976.711.477,,,10999912643657.0,8648976711477.0
