row_label_raw,row_label_full,col_0,2021VND,2020VND,numeric__2021VND,numeric__2020VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,,
Doanh thu bán thành phẩm Urê,Doanh thu bán hàng và cung cấp dịch vụ > Doanh thu bán thành phẩm Urê,Doanh thu bán thành phẩm Urê,7.280.394.927.590,6.073.425.382.360,7280394927590.0,6073425382360.0
-Bán trong nước,Doanh thu bán hàng và cung cấp dịch vụ > -Bán trong nước,-Bán trong nước,5.378.953.779.000,4.394.765.571.328,5378953779000.0,4394765571328.0
-Xuất khẩu,Doanh thu bán hàng và cung cấp dịch vụ > -Xuất khẩu,-Xuất khẩu,1.901.441.148.590,1.678.659.811.032,1901441148590.0,1678659811032.0
Doanh thu bán thành phẩm Amoniac,Doanh thu bán hàng và cung cấp dịch vụ > Doanh thu bán thành phẩm Amoniac,Doanh thu bán thành phẩm Amoniac,24.014.972.941,-,24014972941.0,
Doanh thu bán thành phẩm NPK,Doanh thu bán hàng và cung cấp dịch vụ > Doanh thu bán thành phẩm NPK,Doanh thu bán thành phẩm NPK,391.249.025.000,-,391249025000.0,
Doanh thu bán hàng hóa phân bón,Doanh thu bán hàng và cung cấp dịch vụ > Doanh thu bán hàng hóa phân bón,Doanh thu bán hàng hóa phân bón,1.638.158.931.515,1.331.323.910.380,1638158931515.0,1331323910380.0
-Bán trong nước,Doanh thu bán hàng và cung cấp dịch vụ > -Bán trong nước,-Bán trong nước,1.514.083.655.476,1.305.540.380.330,1514083655476.0,1305540380330.0
-Xuất khẩu,Doanh thu bán hàng và cung cấp dịch vụ > -Xuất khẩu,-Xuất khẩu,124.075.276.039,25.783.530.050,124075276039.0,25783530050.0
Doanh thu bán phế phẩm và các thành phẩm khác,Doanh thu bán hàng và cung cấp dịch vụ > Doanh thu bán phế phẩm và các thành phẩm khác,Doanh thu bán phế phẩm và các thành phẩm khác,765.704.464.330,271.960.960.390,765704464330.0,271960960390.0
Doanh thu cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,1.655.898.417,489.073.091,1655898417.0,489073091.0
,,,10.101.178.219.793,7.677.199.326.221,10101178219793.0,7677199326221.0
Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,,
Chiết khấu thương mại,Các khoản giảm trừ > Chiết khấu thương mại,Chiết khấu thương mại,(218.382.350.196),(154.314.891.063),-218382350196.0,-154314891063.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,,
Doanh thu thuần về bán thành phẩm,Doanh thu thuần về bán hàng và cung cấp dịch vụ > Doanh thu thuần về bán thành phẩm,Doanh thu thuần về bán thành phẩm,8.264.745.515.783,6.209.597.741.287,8264745515783.0,6209597741287.0
Doanh thu thuần về bán hàng hóa,Doanh thu thuần về bán hàng và cung cấp dịch vụ > Doanh thu thuần về bán hàng hóa,Doanh thu thuần về bán hàng hóa,1.616.394.455.397,1.312.797.620.780,1616394455397.0,1312797620780.0
Doanh thu thuần về cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ > Doanh thu thuần về cung cấp dịch vụ,Doanh thu thuần về cung cấp dịch vụ,1.655.898.417,489.073.091,1655898417.0,489073091.0
,,,9.882.795.869.597,7.522.884.435.158,9882795869597.0,7522884435158.0
