row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,10.101.178.219.793,7.677.199.326.221,,,10101178219793.0,7677199326221.0
02,02,02,Các khoản giảm trừ doanh thu,,(218.382.350.196),(154.314.891.063),,,-218382350196.0,-154314891063.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,25,9.882.795.869.597,7.522.884.435.158,,25.0,9882795869597.0,7522884435158.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,26,(7.131.737.350.049),(6.233.089.177.076),,26.0,-7131737350049.0,-6233089177076.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,2.751.058.519.548,1.289.795.258.082,,,2751058519548.0,1289795258082.0
21,21,21,Doanh thu hoạt động tài chính,27,169.464.256.157,130.240.695.027,,27.0,169464256157.0,130240695027.0
22,22,22,Chi phí tài chính,28,(44.471.557.928),(61.660.315.782),,28.0,-44471557928.0,-61660315782.0
23,23,23,- Trong đó: Chi phí lãi vay,28,(17.981.195.647),(41.810.133.108),,28.0,-17981195647.0,-41810133108.0
25,25,25,Chi phí bán hàng,29,(413.180.663.886),(359.624.875.890),,29.0,-413180663886.0,-359624875890.0
26,26,26,Chi phí quản lý doanh nghiệp,30,(514.086.634.282),(292.324.343.524),,30.0,-514086634282.0,-292324343524.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,1.948.783.919.609,706.426.417.913,,,1948783919609.0,706426417913.0
31,31,31,Thu nhập khác,,4.371.195.381,10.735.344.253,,,4371195381.0,10735344253.0
32,32,32,Chi phí khác,,(2.600.635.560),(2.333.025.958),,,-2600635560.0,-2333025958.0
40,40,40,Lợi nhuận khác,31,1.770.559.821,8.402.318.295,,31.0,1770559821.0,8402318295.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,1.950.554.479.430,714.828.736.208,,,1950554479430.0,714828736208.0
51,51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",32,(136.301.076.248),(51.252.737.929),,32.0,-136301076248.0,-51252737929.0
52,52,52,Thu nhập/(chi phí) thuế TNDN hoãn lại,32,7.579.523.798,(2.011.554.971),,32.0,7579523798.0,-2011554971.0
60,60,60,Lợi nhuận sau thuế TNDN,,1.821.832.926.980,661.564.443.308,,,1821832926980.0,661564443308.0
