row_label_raw,row_label_full,Khoản mục,"Nhà cửa, vật kiến trúc",Máy móc thiết bị,Phương tiện vận tải truyền dẫn,Thiết bị dụng cụ quản lý,Tài sản cố định khác,Tổng cộng,"numeric__Nhà cửa, vật kiến trúc",numeric__Máy móc thiết bị,numeric__Phương tiện vận tải truyền dẫn,numeric__Thiết bị dụng cụ quản lý,numeric__Tài sản cố định khác,numeric__Tổng cộng
Nguyên giá TSCD hữu hình,Nguyên giá TSCD hữu hình,Nguyên giá TSCD hữu hình,Nguyên giá TSCD hữu hình,Nguyên giá TSCD hữu hình,Nguyên giá TSCD hữu hình,Nguyên giá TSCD hữu hình,Nguyên giá TSCD hữu hình,Nguyên giá TSCD hữu hình,,,,,,
Số dư đầu năm,Nguyên giá TSCD hữu hình > Số dư đầu năm,Số dư đầu năm,44.394,124.666,51.963,72.843,1.652,295.518,44394.0,124666.0,51963.0,72843.0,1652.0,295518.0
- Mua trong năm,Nguyên giá TSCD hữu hình > - Mua trong năm,- Mua trong năm,-,6.288,599,6.392,121,13.400,,6288.0,599.0,6392.0,121.0,13400.0
"- Thanh lý, nhượng bán","Nguyên giá TSCD hữu hình > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,-,(5.671),-,-,(5.671),,,-5671.0,,,-5671.0
Số dư cuối năm,Nguyên giá TSCD hữu hình > Số dư cuối năm,Số dư cuối năm,44.394,130.954,46.891,79.235,1.773,303.247,44394.0,130954.0,46891.0,79235.0,1773.0,303247.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,7.772,47.737,32.363,42.935,858,131.665,7772.0,47737.0,32363.0,42935.0,858.0,131665.0
- Khấu hao trong năm,Giá trị hao mòn lũy kế > - Khấu hao trong năm,- Khấu hao trong năm,1.522,11.670,4.044,8.111,129,25.476,1522.0,11670.0,4044.0,8111.0,129.0,25476.0
"- Thanh lý, nhượng bán","Giá trị hao mòn lũy kế > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,-,(5.425),-,-,(5.425),,,-5425.0,,,-5425.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,9.294,59.407,30.982,51.046,987,151.716,9294.0,59407.0,30982.0,51046.0,987.0,151716.0
Giá trị còn lại của TSCD hữu hình,Giá trị còn lại của TSCD hữu hình,Giá trị còn lại của TSCD hữu hình,Giá trị còn lại của TSCD hữu hình,Giá trị còn lại của TSCD hữu hình,Giá trị còn lại của TSCD hữu hình,Giá trị còn lại của TSCD hữu hình,Giá trị còn lại của TSCD hữu hình,Giá trị còn lại của TSCD hữu hình,,,,,,
Số dư đầu năm,Giá trị còn lại của TSCD hữu hình > Số dư đầu năm,Số dư đầu năm,36.622,76.929,19.600,29.908,794,163.853,36622.0,76929.0,19600.0,29908.0,794.0,163853.0
Số dư cuối năm,Giá trị còn lại của TSCD hữu hình > Số dư cuối năm,Số dư cuối năm,35.100,71.547,15.909,28.189,786,151.531,35100.0,71547.0,15909.0,28189.0,786.0,151531.0
