row_label_raw,row_label_full,Chỉ tiêu,Số dư đầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Số dư cuối năm,numeric__Số dư đầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Số dư cuối năm
1. Thuế GTGT,1. Thuế GTGT,1. Thuế GTGT,(713),42.643,40.321,1.609,-713.0,42643.0,40321.0,1609.0
2. Thuế TNDN,2. Thuế TNDN,2. Thuế TNDN,(1.329),4.583,2.022,1.232,-1329.0,4583.0,2022.0,1232.0
3. Các loại thuế khác,3. Các loại thuế khác,3. Các loại thuế khác,2.389,24.587,24.441,2.535,2389.0,24587.0,24441.0,2535.0
Tổng cộng,Tổng cộng,Tổng cộng,347,71.813,66.784,5.376,347.0,71813.0,66784.0,5376.0
