row_label_raw,row_label_full,4.1a Phân tích chất lượng nợ cho vay,4.1a Phân tích chất lượng nợ cho vay_1,4.1a Phân tích chất lượng nợ cho vay_2,numeric__4.1a Phân tích chất lượng nợ cho vay_1,numeric__4.1a Phân tích chất lượng nợ cho vay_2
,,,31/12/2020,01/01/2020,,
Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,39.121.555,35.805.825,39121555.0,35805825.0
Nợ cần chú ý,Nợ cần chú ý,Nợ cần chú ý,582.885,1.374.689,582885.0,1374689.0
Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,55.841,128.597,55841.0,128597.0
Nợ nghi ngờ,Nợ nghi ngờ,Nợ nghi ngờ,87.573,133.338,87573.0,133338.0
Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,465.418,468.154,465418.0,468154.0
Tổng cộng,Tổng cộng,Tổng cộng,40.313.272,37.910.603,40313272.0,37910603.0
