row_label_raw,row_label_full,col_0,31/12/2020,01/01/2020,numeric__31/12/2020,numeric__01/01/2020
Nông nghiệp và lâm nghiệp,Nông nghiệp và lâm nghiệp,Nông nghiệp và lâm nghiệp,38.256,70.340,38256.0,70340.0
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",743.667,970.937,743667.0,970937.0
Xây dựng,Xây dựng,Xây dựng,10.413.057,8.577.346,10413057.0,8577346.0
"Bán buôn và bán lẻ; sữa chữa ô tô, mô tô, xe máy và động cơ khác","Bán buôn và bán lẻ; sữa chữa ô tô, mô tô, xe máy và động cơ khác","Bán buôn và bán lẻ; sữa chữa ô tô, mô tô, xe máy và động cơ khác",779.146,1.136.126,779146.0,1136126.0
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,482.995,932.139,482995.0,932139.0
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,2.734.682,4.203.491,2734682.0,4203491.0
"Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm",8.479.827,8.391.076,8479827.0,8391076.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,65,137,65.0,137.0
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,35.107,42.249,35107.0,42249.0
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,7.362.168,3.245.550,7362168.0,3245550.0
Sản xuất sản phẩm vất chất và dịch vụ tiêu dùng của hộ gia đình,Sản xuất sản phẩm vất chất và dịch vụ tiêu dùng của hộ gia đình,Sản xuất sản phẩm vất chất và dịch vụ tiêu dùng của hộ gia đình,9.244.302,10.341.212,9244302.0,10341212.0
Tổng cộng,Tổng cộng,Tổng cộng,40.313.272,37.910.603,40313272.0,37910603.0
