row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,Năm 2020,Năm 2019,numeric__Thuyết minh,numeric__Năm 2020,numeric__Năm 2019
1. Thu nhập lãi và các khoản thu nhập tương tự,1. Thu nhập lãi và các khoản thu nhập tương tự,1. Thu nhập lãi và các khoản thu nhập tương tự,VI.16,5.958.774,5.291.273,,5958774.0,5291273.0
2. Chi phí lãi và các chi phí tương tự,2. Chi phí lãi và các chi phí tương tự,2. Chi phí lãi và các chi phí tương tự,VI.17,4.525.032,4.132.865,,4525032.0,4132865.0
I. Thu nhập lãi thuần,I. Thu nhập lãi thuần,I. Thu nhập lãi thuần,,1.433.742,1.158.408,,1433742.0,1158408.0
3. Thu nhập từ hoạt động dịch vụ,3. Thu nhập từ hoạt động dịch vụ,3. Thu nhập từ hoạt động dịch vụ,,114.551,102.974,,114551.0,102974.0
4. Chi phí hoạt động dịch vụ,4. Chi phí hoạt động dịch vụ,4. Chi phí hoạt động dịch vụ,,69.762,52.229,,69762.0,52229.0
II. Lãi/lỗ thuần từ hoạt động dịch vụ,II. Lãi/lỗ thuần từ hoạt động dịch vụ,II. Lãi/lỗ thuần từ hoạt động dịch vụ,VI.18,44.789,50.745,,44789.0,50745.0
III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hồi,III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hồi,III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hồi,VI.19,13.641,(3.189),,13641.0,-3189.0
IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,,-,-,,,
V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,VI.20,158.541,31.862,,158541.0,31862.0
5. Thu nhập từ hoạt động khác,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > 5. Thu nhập từ hoạt động khác,5. Thu nhập từ hoạt động khác,,120.308,146.904,,120308.0,146904.0
6. Chi phí hoạt động khác,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > 6. Chi phí hoạt động khác,6. Chi phí hoạt động khác,,116.098,142.941,,116098.0,142941.0
VI. Lãi/lỗ thuần từ hoạt động khác,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > VI. Lãi/lỗ thuần từ hoạt động khác,VI. Lãi/lỗ thuần từ hoạt động khác,VI.21,4.210,3.963,,4210.0,3963.0
"VII. Thu nhập từ góp vốn, mua cổ phần","VII. Thu nhập từ góp vốn, mua cổ phần","VII. Thu nhập từ góp vốn, mua cổ phần",,-,-,,,
VIII. Chi phí hoạt động,"VII. Thu nhập từ góp vốn, mua cổ phần > VIII. Chi phí hoạt động",VIII. Chi phí hoạt động,VI.22,802.677,862.619,,802677.0,862619.0
IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,"VII. Thu nhập từ góp vốn, mua cổ phần > IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng",IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,852.246,379.170,,852246.0,379170.0
X.1 Chi phí dự phòng rủi ro tín dụng,"VII. Thu nhập từ góp vốn, mua cổ phần > X.1 Chi phí dự phòng rủi ro tín dụng",X.1 Chi phí dự phòng rủi ro tín dụng,,48.335,71.523,,48335.0,71523.0
X.2 Các khoản xử lý theo đề án tái cấu trúc NH,"VII. Thu nhập từ góp vốn, mua cổ phần > X.2 Các khoản xử lý theo đề án tái cấu trúc NH",X.2 Các khoản xử lý theo đề án tái cấu trúc NH,,800.173,252.606,,800173.0,252606.0
XI. Tổng lợi nhuận trước thuế,"VII. Thu nhập từ góp vốn, mua cổ phần > XI. Tổng lợi nhuận trước thuế",XI. Tổng lợi nhuận trước thuế,,3.738,55.041,,3738.0,55041.0
7. Chi phí thuế TNDN hiện hành,"VII. Thu nhập từ góp vốn, mua cổ phần > 7. Chi phí thuế TNDN hiện hành",7. Chi phí thuế TNDN hiện hành,,2.526,11.899,,2526.0,11899.0
8. Chi phí thuế TNDN hoãn lại,8. Chi phí thuế TNDN hoãn lại,8. Chi phí thuế TNDN hoãn lại,,-,-,,,
XII. Chi phí thuế Thu nhập doanh nghiệp,8. Chi phí thuế TNDN hoãn lại > XII. Chi phí thuế Thu nhập doanh nghiệp,XII. Chi phí thuế Thu nhập doanh nghiệp,VI.23,2.526,11.899,,2526.0,11899.0
XIII. Lợi nhuận sau thuế Thu nhập doanh nghiệp,8. Chi phí thuế TNDN hoãn lại > XIII. Lợi nhuận sau thuế Thu nhập doanh nghiệp,XIII. Lợi nhuận sau thuế Thu nhập doanh nghiệp,,1.212,43.142,,1212.0,43142.0
XIV. Lợi ích của cổ đông thiểu số,XIV. Lợi ích của cổ đông thiểu số,XIV. Lợi ích của cổ đông thiểu số,,-,-,,,
XV. Lãi cơ bản trên cổ phiếu (VND),XIV. Lợi ích của cổ đông thiểu số > XV. Lãi cơ bản trên cổ phiếu (VND),XV. Lãi cơ bản trên cổ phiếu (VND),VI.15.2,3,129,,3.0,129.0
