row_label_raw,row_label_full,CHỈ TIỀU,Thuyết minh,31/12/2020,01/01/2020,numeric__Thuyết minh,numeric__31/12/2020,numeric__01/01/2020
VIII. Vốn và các quỹ,VIII. Vốn và các quỹ,VIII. Vốn và các quỹ,V.15,4.262.820,4.306.672,,4262820.0,4306672.0
1. Vốn của TCTD,1. Vốn của TCTD,1. Vốn của TCTD,,4.071.911,4.071.911,,4071911.0,4071911.0
a. Vốn điều lệ,a. Vốn điều lệ,a. Vốn điều lệ,,4.101.555,4.101.555,,4101555.0,4101555.0
b. Vốn đầu tư XDCB,b. Vốn đầu tư XDCB,b. Vốn đầu tư XDCB,,-,-,,,
c. Thông dư vốn cổ phần,c. Thông dư vốn cổ phần,c. Thông dư vốn cổ phần,,-,-,,,
d. Cổ phiếu quỹ,c. Thông dư vốn cổ phần > d. Cổ phiếu quỹ,d. Cổ phiếu quỹ,,(29.644),(29.644),,-29644.0,-29644.0
2. Quỹ của TCTD,c. Thông dư vốn cổ phần > 2. Quỹ của TCTD,2. Quỹ của TCTD,,157.516,157.516,,157516.0,157516.0
3. Chênh lệch tỷ giá hối doái,3. Chênh lệch tỷ giá hối doái,3. Chênh lệch tỷ giá hối doái,,-,-,,,
4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,,-,-,,,
5. Lợi nhuận chưa phân phối,4. Chênh lệch đánh giá lại tài sản > 5. Lợi nhuận chưa phân phối,5. Lợi nhuận chưa phân phối,,33.393,77.245,,33393.0,77245.0
Lợi nhuận / lỗ năm nay,4. Chênh lệch đánh giá lại tài sản > Lợi nhuận / lỗ năm nay,Lợi nhuận / lỗ năm nay,,1.212,43.142,,1212.0,43142.0
Lợi nhuận / lỗ năm trước,4. Chênh lệch đánh giá lại tài sản > Lợi nhuận / lỗ năm trước,Lợi nhuận / lỗ năm trước,,32.181,34.103,,32181.0,34103.0
TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỐ HỮU,4. Chênh lệch đánh giá lại tài sản > TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỐ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỐ HỮU,,89.601.240,80.394.022,,89601240.0,80394022.0
