row_label_raw,row_label_full,Khoản mục,"Nhà cửa, vật kiến trúc",Máy móc thiết bị,Phương tiện vận tải truyền dẫn,Thiết bị dụng cụ quản lý,Tài sản cố định khác,Tổng cộng,"numeric__Nhà cửa, vật kiến trúc",numeric__Máy móc thiết bị,numeric__Phương tiện vận tải truyền dẫn,numeric__Thiết bị dụng cụ quản lý,numeric__Tài sản cố định khác,numeric__Tổng cộng
Nguyên giá TSCD hữu hình,Nguyên giá TSCD hữu hình,Nguyên giá TSCD hữu hình,Nguyên giá TSCD hữu hình,Nguyên giá TSCD hữu hình,Nguyên giá TSCD hữu hình,Nguyên giá TSCD hữu hình,Nguyên giá TSCD hữu hình,Nguyên giá TSCD hữu hình,,,,,,
Số dư đầu năm,Nguyên giá TSCD hữu hình > Số dư đầu năm,Số dư đầu năm,44.394,130.954,46.891,79.235,1.773,303.247,44394.0,130954.0,46891.0,79235.0,1773.0,303247.0
- Mua trong năm,Nguyên giá TSCD hữu hình > - Mua trong năm,- Mua trong năm,-,41,934,7.823,-,8.798,,41.0,934.0,7823.0,,8798.0
"- Thanh lý, nhượng bán","Nguyên giá TSCD hữu hình > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",(819),(643),(432),(4.371),-,(6.265),-819.0,-643.0,-432.0,-4371.0,,-6265.0
- Phân loại lại,Nguyên giá TSCD hữu hình > - Phân loại lại,- Phân loại lại,,1,1,119,(121),-,,1.0,1.0,119.0,-121.0,
Số dư cuối năm,Nguyên giá TSCD hữu hình > Số dư cuối năm,Số dư cuối năm,43.575,130.353,47.394,82.806,1.652,305.780,43575.0,130353.0,47394.0,82806.0,1652.0,305780.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,9.294,59.407,30.982,51.046,987,151.716,9294.0,59407.0,30982.0,51046.0,987.0,151716.0
- Khẩu hao trong năm,Giá trị hao mòn lũy kế > - Khẩu hao trong năm,- Khẩu hao trong năm,1.514,11.544,4.156,10.187,186,27.587,1514.0,11544.0,4156.0,10187.0,186.0,27587.0
"- Thanh lý, nhượng bán","Giá trị hao mòn lũy kế > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",(283),(513),(84),(3.551),-,(4.431),-283.0,-513.0,-84.0,-3551.0,,-4431.0
- Phân loại lại,Giá trị hao mòn lũy kế > - Phân loại lại,- Phân loại lại,2,(1),(1),9,(9),-,2.0,-1.0,-1.0,9.0,-9.0,
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,10.527,70.437,35.053,57.691,1.164,174.872,10527.0,70437.0,35053.0,57691.0,1164.0,174872.0
Giá trị còn lại của TSCD hữu hình,Giá trị còn lại của TSCD hữu hình,Giá trị còn lại của TSCD hữu hình,Giá trị còn lại của TSCD hữu hình,Giá trị còn lại của TSCD hữu hình,Giá trị còn lại của TSCD hữu hình,Giá trị còn lại của TSCD hữu hình,Giá trị còn lại của TSCD hữu hình,Giá trị còn lại của TSCD hữu hình,,,,,,
Số dư đầu năm,Giá trị còn lại của TSCD hữu hình > Số dư đầu năm,Số dư đầu năm,35.100,71.547,15.909,28.189,786,151.531,35100.0,71547.0,15909.0,28189.0,786.0,151531.0
Số dư cuối năm,Giá trị còn lại của TSCD hữu hình > Số dư cuối năm,Số dư cuối năm,33.048,59.916,12.341,25.115,488,130.908,33048.0,59916.0,12341.0,25115.0,488.0,130908.0
