row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,24.1,5.959.707.636.582,6.396.914.477.362,,241.0,5959707636582.0,6396914477362.0
02,02,02,2. Các khoản giảm trừ doanh thu,24.1,(104.242.501.087),(140.991.882.568),,241.0,-104242501087.0,-140991882568.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,24.1,5.855.465.135.495,6.255.922.594.794,,241.0,5855465135495.0,6255922594794.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,25,(5.091.990.790.863),(5.440.988.453.186),,25.0,-5091990790863.0,-5440988453186.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,763.474.344.632,814.934.141.608,,,763474344632.0,814934141608.0
21,21,21,6. Doanh thu hoạt động tài chính,24.2,66.922.417.993,44.142.951.647,,242.0,66922417993.0,44142951647.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,27,(119.958.870.054) (119.958.086.103),(112.795.922.720) (110.901.027.505),,27.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,27,(119.958.870.054) (119.958.086.103),(112.795.922.720) (110.901.027.505),,27.0,,
25,25,25,8. Chi phí bán hàng,26,(210.292.556.195),(182.509.153.700),,26.0,-210292556195.0,-182509153700.0
26,26,26,9. Chi phí quản lý doanh nghiệp,26,(224.532.661.301),(191.919.370.188),,26.0,-224532661301.0,-191919370188.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,275.612.675.075,371.852.646.647,,,275612675075.0,371852646647.0
31,31,31,11. Thu nhập khác,28,9.953.007.830,151.299.350.329,,28.0,9953007830.0,151299350329.0
32,32,32,12. Chi phí khác,28,(6.765.542.868),(400.905.985),,28.0,-6765542868.0,-400905985.0
40,40,40,13. Lợi nhuận khác,28,3.187.464.962,150.898.444.344,,28.0,3187464962.0,150898444344.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,278.800.140.037,522.751.090.991,,,278800140037.0,522751090991.0
51,51,51,15. Chi phí thuế TNDN hiện hành,30.1,(78.694.917.947),(71.532.464.645),,301.0,-78694917947.0,-71532464645.0
60,60,60,16. Lợi nhuận sau thuế TNDN,,200.105.222.090,451.218.626.346,,,200105222090.0,451218626346.0
61,61,61,17. Lợi nhuận sau thuế của công ty mẹ,23.1,200.105.222.090,451.218.626.346,,231.0,200105222090.0,451218626346.0
70,70,70,18. Lãi cơ bản trên cổ phiếu,32,2.416,5.040,,32.0,2416.0,5040.0
71,71,71,19. Lãi suy giảm trên cổ phiếu,32,2.416,5.040,,32.0,2416.0,5040.0
