row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỒNG TÀI CHỈNH,,,,,,,
33,33,33,Tiền thu từ đi vay,,5.062.092.816.082,5.020.025.950.701,,,5062092816082.0,5020025950701.0
34,34,34,Tiền chỉ trả nợ gốc vay,,(4.153.191.438.267),(4.457.611.004.250),,,-4153191438267.0,-4457611004250.0
35,35,35,Tiền chỉ trả nợ gốc thuê tài chính,,(107.955.913.033),(56.652.507.044),,,-107955913033.0,-56652507044.0
36,36,36,Cổ tức đã trả cho chủ sở hữu,23.2,(1.120.712.425),(36.524.267.075),,232.0,-1120712425.0,-36524267075.0
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,799.824.752.357,469.238.172.332,,,799824752357.0,469238172332.0
50,50,50,Lưu chuyển tiền thuần trong năm,,(53.891.299.171),133.495.014.500,,,-53891299171.0,133495014500.0
60,60,60,Tiền và tương đương tiền đầu năm,,279.750.579.921,146.261.183.367,,,279750579921.0,146261183367.0
61,61,61,Ảnh hưởng của thay đổi tỷ giả hối đoái quy đổi ngoại tệ,,783.951,(5.617.946),,,783951.0,-5617946.0
70,70,70,Tiền và tương đương tiền cuối năm,4,225.860.064.701,279.750.579.921,,4.0,225860064701.0,279750579921.0
