row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Khoản hỗ trợ không hoàn lại của UBND tỉnh Bắc Ninh để xây dựng hệ thống xử lý môi trường cho khu chăn nuôi tập trung (*),Ngắn hạn > Khoản hỗ trợ không hoàn lại của UBND tỉnh Bắc Ninh để xây dựng hệ thống xử lý môi trường cho khu chăn nuôi tập trung (*),Khoản hỗ trợ không hoàn lại của UBND tỉnh Bắc Ninh để xây dựng hệ thống xử lý môi trường cho khu chăn nuôi tập trung (*),169.077.994.000,88.499.994.000,169077994000.0,88499994000.0
"Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế","Ngắn hạn > Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế","Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế",10.963.493.610,10.317.510.208,10963493610.0,10317510208.0
Khoản hỗ trợ kinh phí xây dựng công trình khác (*),Ngắn hạn > Khoản hỗ trợ kinh phí xây dựng công trình khác (*),Khoản hỗ trợ kinh phí xây dựng công trình khác (*),9.485.500.000,5.000.000.000,9485500000.0,5000000000.0
Nhận đặt cọc thực hiện nghĩa vụ hợp đồng,Ngắn hạn > Nhận đặt cọc thực hiện nghĩa vụ hợp đồng,Nhận đặt cọc thực hiện nghĩa vụ hợp đồng,-,103.590.060.000,,103590060000.0
Khoản hỗ trợ tạm thời để bình ổn giá phải trả cho UBND tỉnh Bắc Ninh,Ngắn hạn > Khoản hỗ trợ tạm thời để bình ổn giá phải trả cho UBND tỉnh Bắc Ninh,Khoản hỗ trợ tạm thời để bình ổn giá phải trả cho UBND tỉnh Bắc Ninh,28.000.000.000,25.000.000.000,28000000000.0,25000000000.0
"Các khoản phải trả, phải nộp ngắn hạn khác","Ngắn hạn > Các khoản phải trả, phải nộp ngắn hạn khác","Các khoản phải trả, phải nộp ngắn hạn khác",17.015.854.557,11.265.629.864,17015854557.0,11265629864.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,234.542.842.167,243.673.194.072,234542842167.0,243673194072.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Nhận ký quỹ, ký cược dài hạn","Dài hạn > Nhận ký quỹ, ký cược dài hạn","Nhận ký quỹ, ký cược dài hạn",10.881.637.600,5.245.555.800,10881637600.0,5245555800.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,10.881.637.600,5.245.555.800,10881637600.0,5245555800.0
