row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Vốn đã góp,Vốn đã góp,Vốn đã góp,Vốn đã góp,Vốn đã góp,,
Váo ngày 1 tháng 1,Vốn đã góp > Váo ngày 1 tháng 1,Váo ngày 1 tháng 1,752.899.590.000,627.419.230.000,752899590000.0,627419230000.0
Tăng trong năm,Vốn đã góp > Tăng trong năm,Tăng trong năm,75.285.060.000,125.480.360.000,75285060000.0,125480360000.0
Váo ngày 31 tháng 12,Vốn đã góp > Váo ngày 31 tháng 12,Váo ngày 31 tháng 12,828.184.650.000,752.899.590.000,828184650000.0,752899590000.0
"Cổ tức, lợi nhuận đã công bố","Vốn đã góp > Cổ tức, lợi nhuận đã công bố","Cổ tức, lợi nhuận đã công bố",75.285.060.000,162.004.627.075,75285060000.0,162004627075.0
"Cổ tức bằng cổ phiếu cho năm 2015 (0,2 cổ phần/1 cổ phần hiện hữu)","Vốn đã góp > Cổ tức bằng cổ phiếu cho năm 2015 (0,2 cổ phần/1 cổ phần hiện hữu)","Cổ tức bằng cổ phiếu cho năm 2015 (0,2 cổ phần/1 cổ phần hiện hữu)",-,125.480.360.000,,125480360000.0
Cổ tức cho năm 2016 (500VND/cổ phần),Vốn đã góp > Cổ tức cho năm 2016 (500VND/cổ phần),Cổ tức cho năm 2016 (500VND/cổ phần),-,36.524.267.075,,36524267075.0
"Cổ tức bằng cổ phiếu cho năm 2016 (0,1 cổ phần/1 cổ phần hiện hữu)","Vốn đã góp > Cổ tức bằng cổ phiếu cho năm 2016 (0,1 cổ phần/1 cổ phần hiện hữu)","Cổ tức bằng cổ phiếu cho năm 2016 (0,1 cổ phần/1 cổ phần hiện hữu)",75.285.060.000,-,75285060000.0,
"Cổ tức, lợi nhuận đã trả","Vốn đã góp > Cổ tức, lợi nhuận đã trả","Cổ tức, lợi nhuận đã trả",76.405.772.425,162.004.627.075,76405772425.0,162004627075.0
Cổ tức bằng cổ phiếu,Vốn đã góp > Cổ tức bằng cổ phiếu,Cổ tức bằng cổ phiếu,75.285.060.000,125.480.360.000,75285060000.0,125480360000.0
Cổ tức cho năm 2016,Vốn đã góp > Cổ tức cho năm 2016,Cổ tức cho năm 2016,-,36.524.267.075,,36524267075.0
Thuế thu nhập cá nhân cho phần cổ tức trả bằng tiền cho năm 2016,Vốn đã góp > Thuế thu nhập cá nhân cho phần cổ tức trả bằng tiền cho năm 2016,Thuế thu nhập cá nhân cho phần cổ tức trả bằng tiền cho năm 2016,1.120.712.425,-,1120712425.0,
