row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,31.12.2025VND,01.01.2025VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__31.12.2025VND,numeric__01.01.2025VND
NGƯỜI MUA TRẢ TIỀN TRƯỚC DÀI HẠN,NGƯỜI MUA TRẢ TIỀN TRƯỚC DÀI HẠN,NGƯỜI MUA TRẢ TIỀN TRƯỚC DÀI HẠN,NGƯỜI MUA TRẢ TIỀN TRƯỚC DÀI HẠN,NGƯỜI MUA TRẢ TIỀN TRƯỚC DÀI HẠN,507.937.125.175,100.000.000.000,,,507937125175.0,100000000000.0
Công ty Cổ phần Cao tốcĐồng Đăng - Trà Lĩnh,Công ty Cổ phần Cao tốcĐồng Đăng - Trà Lĩnh,Công ty Cổ phần Cao tốcĐồng Đăng - Trà Lĩnh,"Công ty liên kết, Công ty có liên quan củaPhó chủ tịch HĐQT Nguyễn Hữu Hùng,Thành viên HĐQT Nguyễn Quang Huy",Người mua trả tiền trướcdài hạnCộng,166.582.125.175166.582.125.175,100.000.000.000100.000.000.000,,,1.665821251751666e+23,1.000000000001e+23
Công ty Cổ phần Cao tốcĐồng Đăng - Trà Lĩnh - Giaiđoạn 2,Công ty Cổ phần Cao tốcĐồng Đăng - Trà Lĩnh - Giaiđoạn 2,Công ty Cổ phần Cao tốcĐồng Đăng - Trà Lĩnh - Giaiđoạn 2,Công ty có liên quan của Thành viên HĐQTNguyễn Quang Huy,Người mua trả tiền trướcdài hạnCộng,341.355.000.000341.355.000.000,----,,,3.4135500000034134e+23,
PHẢI TRẢ NGẮN HẠN KHÁC,PHẢI TRẢ NGẮN HẠN KHÁC,PHẢI TRẢ NGẮN HẠN KHÁC,PHẢI TRẢ NGẮN HẠN KHÁC,PHẢI TRẢ NGẮN HẠN KHÁC,500.166.647.791,507.900.000.000,,,500166647791.0,507900000000.0
Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,"Công ty con của Công ty mẹ, Công ty có liênquan của Thành viên HĐQT Trần Chủng,Thành viên HĐQT Nguyễn Quang Huy,Phó TGD Nguyễn Văn Ăn",Cung cấp vật tưCộng,86.801.83586.801.835,-----,,,8680183586801835.0,
Công ty Cổ phần Tập đoànĐèo Cả,Công ty Cổ phần Tập đoànĐèo Cả,Công ty Cổ phần Tập đoànĐèo Cả,Công ty mẹ,Nhận chuyển nhượng cổ phầnPhải trả ngắn hạn khácCộng,495.400.000.0004.679.845.956500.079.845.956,507.900.000.000----507.900.000.000,,,4.95400000000468e+33,
