row_label_raw,row_label_full,col_0,31.12.2025VND,01.01.2025VND,numeric__31.12.2025VND,numeric__01.01.2025VND
Bên khác,Bên khác,Bên khác,360.723.660.592,310.095.234.962,360723660592.0,310095234962.0
Tổng Công ty Đầu tư Xây dựng Hoàng Long - Công ty Cổ phần,Tổng Công ty Đầu tư Xây dựng Hoàng Long - Công ty Cổ phần,Tổng Công ty Đầu tư Xây dựng Hoàng Long - Công ty Cổ phần,158.149.293.779,100.000.000.000,158149293779.0,100000000000.0
Công ty Cổ phần Xây dựng Công trình Ngầm,Công ty Cổ phần Xây dựng Công trình Ngầm,Công ty Cổ phần Xây dựng Công trình Ngầm,94.082.320.759,94.082.320.759,94082320759.0,94082320759.0
Ban Quản lý Dự án 85,Ban Quản lý Dự án 85,Ban Quản lý Dự án 85,22.607.969.484,22.607.969.484,22607969484.0,22607969484.0
Công ty Cổ phần Đầu tư Nắng Ban Mai,Công ty Cổ phần Đầu tư Nắng Ban Mai,Công ty Cổ phần Đầu tư Nắng Ban Mai,15.247.718.241,15.247.718.241,15247718241.0,15247718241.0
Công ty TNHH Minh Phát,Công ty TNHH Minh Phát,Công ty TNHH Minh Phát,11.899.747.000,11.899.747.000,11899747000.0,11899747000.0
Công ty Cổ phần Sông Đà 10,Công ty Cổ phần Sông Đà 10,Công ty Cổ phần Sông Đà 10,9.381.606.667,9.381.606.667,9381606667.0,9381606667.0
Ban QLDA ĐTXD tỉnh Lạng Sơn,Ban QLDA ĐTXD tỉnh Lạng Sơn,Ban QLDA ĐTXD tỉnh Lạng Sơn,8.575.350.000,8.575.350.000,8575350000.0,8575350000.0
Tổng công ty Xây dựng Công trình Giao thông 8 - CTCP,Tổng công ty Xây dựng Công trình Giao thông 8 - CTCP,Tổng công ty Xây dựng Công trình Giao thông 8 - CTCP,7.176.702.514,7.176.702.514,7176702514.0,7176702514.0
Đối tượng khác,Đối tượng khác,Đối tượng khác,33.602.952.148,41.123.820.297,33602952148.0,41123820297.0
Cộng,Cộng,Cộng,360.723.660.592,310.095.234.962,360723660592.0,310095234962.0
