row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2025,Từ 01 năm trở xuống VND > Tại ngày 31 tháng 12 năm 2025,Trên 01 đến 05 năm VND > Tại ngày 31 tháng 12 năm 2025,Trên 05 năm VND > Tại ngày 31 tháng 12 năm 2025,Cộng VND > Tại ngày 31 tháng 12 năm 2025,numeric__Từ 01 năm trở xuống VND > Tại ngày 31 tháng 12 năm 2025,numeric__Trên 01 đến 05 năm VND > Tại ngày 31 tháng 12 năm 2025,numeric__Trên 05 năm VND > Tại ngày 31 tháng 12 năm 2025,numeric__Cộng VND > Tại ngày 31 tháng 12 năm 2025
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,1.037.199.795.714,260.845.755.724,-,1.298.045.551.438,1037199795714.0,260845755724.0,,1298045551438.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,102.791.223.460,507.937.125.175,-,610.728.348.635,102791223460.0,507937125175.0,,610728348635.0
Vay và nợ,Vay và nợ,Vay và nợ,979.820.050.821,9.920.224.810.380,7.558.944.407.175,18.458.989.268.376,979820050821.0,9920224810380.0,7558944407175.0,18458989268376.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,335.340.805.490,6.576.282.356.750,-,6.911.623.162.240,335340805490.0,6576282356750.0,,6911623162240.0
Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,1.100.379.567.115,41.004.313.237,5.500.000.000,1.146.883.880.352,1100379567115.0,41004313237.0,5500000000.0,1146883880352.0
Cộng,Cộng,Cộng,3.555.531.442.600,17.306.294.361.266,7.564.444.407.175,28.426.270.211.041,3555531442600.0,17306294361266.0,7564444407175.0,28426270211041.0
