row_label_raw,row_label_full,Bên liên quanPHẢI THU DÀI HẠN KHÁC,Mối quan hệ,Nội dung nghiệp vụ,31.12.2025VND160.372.513.304,01.01.2025VND558.696.413.227,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__31.12.2025VND160.372.513.304,numeric__01.01.2025VND558.696.413.227
Công ty Cổ phần BOT Hưng Phát,Công ty Cổ phần BOT Hưng Phát,Công ty Cổ phần BOT Hưng Phát,Công ty con của Công ty mẹ,Tạm ứng cổ tứcCộng,38.015.562.04538.015.562.045,44.608.004.49144.608.004.491,,,3.801556204538016e+21,4.460800449144608e+21
Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh,Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh,Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh,"Công ty liên kết, Công ty có liên quan của Phó chủ tịch HĐQT Nguyễn Hữu Hùng, Thành viên HĐQT Nguyễn Quang Huy",Hợp tác kinh doanhCộng,81.517.000.00081.517.000.000,-,,,8.151700000081517e+21,
Công ty Cổ phần Cao tốc Cam Lâm – Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm – Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm – Vĩnh Hảo,"Công ty liên kết, Công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Tấn Đông",Hợp tác kinh doanhLợi nhuận từ hợp tác kinh doanhCộng,18.184.066.66422.655.884.59540.839.951.259,473.773.860.00040.314.548.736514.088.408.736,,,1.818406666422656e+32,4.737738600004031e+34
PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN,PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN,PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN,,,280.867.760.044,316.418.109.595,,,280867760044.0,316418109595.0
Công ty Cổ phần Tập đoàn Đèo Cả,Công ty Cổ phần Tập đoàn Đèo Cả,Công ty Cổ phần Tập đoàn Đèo Cả,Công ty mẹ,"Thi công xây lắpMua vật tưCung cấp công nghệ thông tinVé máy bay, khácCộng",190.253.668.97323.505.619.537674.795.25022.816.440.831237.250.524.591,225.568.624.6378.269.076.086586.624.50020.777.007.970255.201.333.193,,,1.9025366897323505e+54,2.255686246378269e+53
Công ty Cổ phần An ninh Đèo Cả,Công ty Cổ phần An ninh Đèo Cả,Công ty Cổ phần An ninh Đèo Cả,"Công ty con của Công ty mẹ, Công ty có liên quan của Trường Ban kiểm soát Nguyễn Mích GiốngCộng",Cung cấp dịch vụCộng,6.995.350.4956.995.350.495,13.724.616.64013.724.616.640,,,6.995350495699535e+19,1.3724616640137247e+21
