row_label_raw,row_label_full,col_0,31.12.2025VND,01.01.2025VND,numeric__31.12.2025VND,numeric__01.01.2025VND
Bên liên quan,Bên liên quan,Bên liên quan,504.684.762.510,381.952.072.308,504684762510.0,381952072308.0
Công ty Cổ phần Tập đoàn Đèo Cả,Công ty Cổ phần Tập đoàn Đèo Cả,Công ty Cổ phần Tập đoàn Đèo Cả,254.985.126.957,213.453.819.549,254985126957.0,213453819549.0
Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,150.975.053.554,144.798.132.784,150975053554.0,144798132784.0
Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,41.336.182.831,637.938.182,41336182831.0,637938182.0
Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh,Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh,Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh,34.322.956.453,-,34322956453.0,
Công ty Cổ phần BOT Trung Lương - Mỹ Thuận,Công ty Cổ phần BOT Trung Lương - Mỹ Thuận,Công ty Cổ phần BOT Trung Lương - Mỹ Thuận,15.636.663.282,13.546.846.197,15636663282.0,13546846197.0
Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,6.697.801.295,6.579.672.295,6697801295.0,6579672295.0
Công ty Cổ phần Quản lý và Khai thác Đường Cao tốc Đèo Cả,Công ty Cổ phần Quản lý và Khai thác Đường Cao tốc Đèo Cả,Công ty Cổ phần Quản lý và Khai thác Đường Cao tốc Đèo Cả,730.978.138,2.935.663.301,730978138.0,2935663301.0
Bên khác,Bên khác,Bên khác,306.161.806.435,247.066.807.494,306161806435.0,247066807494.0
Ban Quản lý dự án 2,Ban Quản lý dự án 2,Ban Quản lý dự án 2,84.047.718.395,96.874.868.008,84047718395.0,96874868008.0
Công ty Cổ phần Xây dựng Đèo Cả,Công ty Cổ phần Xây dựng Đèo Cả,Công ty Cổ phần Xây dựng Đèo Cả,65.791.060.046,47.114.285.311,65791060046.0,47114285311.0
Ban Quản lý các dự án đầu tư cơ sở hạ tầng ưu tiên Thành phố Đà Nẵng,Ban Quản lý các dự án đầu tư cơ sở hạ tầng ưu tiên Thành phố Đà Nẵng,Ban Quản lý các dự án đầu tư cơ sở hạ tầng ưu tiên Thành phố Đà Nẵng,18.254.009.000,15.744.869.000,18254009000.0,15744869000.0
Công ty TNHH Đồng Thuận Hà,Công ty TNHH Đồng Thuận Hà,Công ty TNHH Đồng Thuận Hà,12.880.620.346,12.880.620.346,12880620346.0,12880620346.0
Công ty TNHH Xây dựng Đồng Khánh,Công ty TNHH Xây dựng Đồng Khánh,Công ty TNHH Xây dựng Đồng Khánh,10.639.781.688,2.718.973.862,10639781688.0,2718973862.0
Công ty Cổ phần Xây dựng Cầu đường 19,Công ty Cổ phần Xây dựng Cầu đường 19,Công ty Cổ phần Xây dựng Cầu đường 19,5.159.490.529,5.159.490.529,5159490529.0,5159490529.0
Công ty Cổ phần Sông Đà 10,Công ty Cổ phần Sông Đà 10,Công ty Cổ phần Sông Đà 10,5.082.418.376,5.082.418.376,5082418376.0,5082418376.0
Công ty Quản lý và Sửa chữa Đường bộ Đắk Lắk Đối tượng khác,Công ty Quản lý và Sửa chữa Đường bộ Đắk Lắk Đối tượng khác,Công ty Quản lý và Sửa chữa Đường bộ Đắk Lắk Đối tượng khác,3.399.652.533,3.399.652.533,3399652533.0,3399652533.0
Công ty Quản lý và Sửa chữa Đường bộ Đắk Lắk Đối tượng khác,Công ty Quản lý và Sửa chữa Đường bộ Đắk Lắk Đối tượng khác,Công ty Quản lý và Sửa chữa Đường bộ Đắk Lắk Đối tượng khác,100.907.055.522,58.091.629.529,100907055522.0,58091629529.0
Cộng,Cộng,Cộng,810.846.568.945,629.018.879.802,810846568945.0,629018879802.0
