row_label_raw,row_label_full,col_0,31.12.2025VND,01.01.2025VND,numeric__31.12.2025VND,numeric__01.01.2025VND
Bên liên quan,Bên liên quan,Bên liên quan,442.890.297,-,442890297.0,
Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh Giai đoạn 2,Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh Giai đoạn 2,Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh Giai đoạn 2,442.890.297,-,442890297.0,
Bên khác,Bên khác,Bên khác,102.348.333.163,4.719.425.163,102348333163.0,4719425163.0
Ban quản lý dự án 85,Ban quản lý dự án 85,Ban quản lý dự án 85,67.022.908.000,-,67022908000.0,
Ban Quản lý dự án đường Hồ Chí Minh,Ban Quản lý dự án đường Hồ Chí Minh,Ban Quản lý dự án đường Hồ Chí Minh,30.706.000.000,-,30706000000.0,
Tổng Công ty Xây dựng Lũng Lô,Tổng Công ty Xây dựng Lũng Lô,Tổng Công ty Xây dựng Lũng Lô,2.475.005.925,2.475.005.925,2475005925.0,2475005925.0
Công ty Cổ phần Xây dựng Công trình Ngầm,Công ty Cổ phần Xây dựng Công trình Ngầm,Công ty Cổ phần Xây dựng Công trình Ngầm,1.495.821.371,1.495.821.371,1495821371.0,1495821371.0
Đối tượng khác,Đối tượng khác,Đối tượng khác,648.597.867,748.597.867,648597867.0,748597867.0
Cộng,Cộng,Cộng,102.791.223.460,4.719.425.163,102791223460.0,4719425163.0
b) Người mua trả tiền trước dài hạn,b) Người mua trả tiền trước dài hạn,b) Người mua trả tiền trước dài hạn,b) Người mua trả tiền trước dài hạn,b) Người mua trả tiền trước dài hạn,,
,,,31.12.2025VND,01.01.2025VND,,
Bên liên quan,b) Người mua trả tiền trước dài hạn > Bên liên quan,Bên liên quan,507.937.125.175,100.000.000.000,507937125175.0,100000000000.0
Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh (i),b) Người mua trả tiền trước dài hạn > Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh (i),Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh (i),166.582.125.175,100.000.000.000,166582125175.0,100000000000.0
Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh Giai đoạn 2 (ii),b) Người mua trả tiền trước dài hạn > Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh Giai đoạn 2 (ii),Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh Giai đoạn 2 (ii),341.355.000.000,-,341355000000.0,
Bên khác,b) Người mua trả tiền trước dài hạn > Bên khác,Bên khác,-,132.651.836.038,,132651836038.0
Ban Quản lý dự án 2,b) Người mua trả tiền trước dài hạn > Ban Quản lý dự án 2,Ban Quản lý dự án 2,-,104.617.867.660,,104617867660.0
Ban quản lý các dự án đầu tư cơ sở hạ tầng ưu tiên Thành phố Đà Nẵng,b) Người mua trả tiền trước dài hạn > Ban quản lý các dự án đầu tư cơ sở hạ tầng ưu tiên Thành phố Đà Nẵng,Ban quản lý các dự án đầu tư cơ sở hạ tầng ưu tiên Thành phố Đà Nẵng,-,28.033.968.378,,28033968378.0
Cộng,b) Người mua trả tiền trước dài hạn > Cộng,Cộng,507.937.125.175,232.651.836.038,507937125175.0,232651836038.0
