row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,773.401.844.361,578.567.091.348,,,773401844361.0,578567091348.0
02,02,02,Khấu hao tài sản cố định và phân bổ LTTM,,430.625.255.531,348.937.233.697,,,430625255531.0,348937233697.0
05,05,05,Lãi từ hoạt động đầu tư,,(152.588.292.663),(106.094.394.732),,,-152588292663.0,-106094394732.0
06,06,06,Chi phí lãi vay,,905.259.434.662,796.572.521.099,,,905259434662.0,796572521099.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,,1.956.698.241.891,1.617.982.451.412,,,1956698241891.0,1617982451412.0
09,09,09,Giảm/(tăng) các khoản phải thu,,430.087.157.995,(191.070.604.710),,,430087157995.0,-191070604710.0
10,10,10,Giảm hàng tồn kho,,22.800.024.921,9.575.479.708,,,22800024921.0,9575479708.0
11,11,11,"Tăng/(giảm) các khoản phải trả [không kể lãi vay phải trả, thuế TNDN phải nộp]",,402.828.164.799,(35.620.877.600),,,402828164799.0,-35620877600.0
12,12,12,Giảm chi phí trả trước,,1.343.945.295,7.240.293.429,,,1343945295.0,7240293429.0
14,14,14,Tiền lãi vay đã trả,,(1.061.627.231.783),(1.078.886.739.719),,,-1061627231783.0,-1078886739719.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,,(88.232.257.827),(85.556.727.980),,,-88232257827.0,-85556727980.0
16,16,16,Tiền thu khác từ hoạt động kinh doanh,,165.009.000.000,900.281.000.000,,,165009000000.0,900281000000.0
17,17,17,Tiền chi khác từ hoạt động kinh doanh,,(24.000.000),-,,,-24000000.0,
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,1.828.883.045.291,1.143.944.274.540,,,1828883045291.0,1143944274540.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,21,21,"Chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(74.724.430.391),(258.541.184.587),,,-74724430391.0,-258541184587.0
22,22,22,"Thu từ thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác",,(8.300.000.000),30.000.000,,,-8300000000.0,30000000.0
23,23,23,"Chi cho vay, mua các công cụ nợ của đơn vị khác",,(3.974.581.028),(455.906.389.990),,,-3974581028.0,-455906389990.0
24,24,24,"Thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,600.000.000,106.665.731.271,,,600000000.0,106665731271.0
25,25,25,Chi đầu tư góp vốn vào đơn vị khác,,(1.453.116.472.861),(81.802.099.206),,,-1453116472861.0,-81802099206.0
26,26,26,Thu hồi đầu tư góp vốn vào đơn vị khác,,118.374.172.067,10.116.000.000,,,118374172067.0,10116000000.0
27,27,27,"Thu lãi cho vay, cổ tức và lợi nhuận được chia",,25.527.311.245,9.501.423.885,,,25527311245.0,9501423885.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(1.395.614.000.968),(669.936.518.627),,,-1395614000968.0,-669936518627.0
