row_label_raw,row_label_full,col_0,31.12.2025VND,%,01.01.2025VND,%_1,numeric__31.12.2025VND,numeric__%,numeric__01.01.2025VND,numeric__%_1
Công ty Cổ phần Tập đoàn Đẻo Cả (*),Công ty Cổ phần Tập đoàn Đẻo Cả (*),Công ty Cổ phần Tập đoàn Đẻo Cả (*),61.184.630.000,"1,23%",58.271.080.000,"1,35%",61184630000.0,0.0123,58271080000.0,0.013500000000000002
Hồ Minh Hoàng,Hồ Minh Hoàng,Hồ Minh Hoàng,21.234.150.000,"0,43%",20.223.000.000,"0,47%",21234150000.0,0.0043,20223000000.0,0.004699999999999999
Công ty CP Đầu tư Hải Thạch B.O.T,Công ty CP Đầu tư Hải Thạch B.O.T,Công ty CP Đầu tư Hải Thạch B.O.T,730.218.810.000,"14,68%",695.446.490.000,"16,09%",730218810000.0,0.14679999999999999,695446490000.0,0.1609
Đối tượng khác,Đối tượng khác,Đối tượng khác,4.161.692.440.000,"83,66%",3.548.614.710.000,"82,09%",4161692440000.0,0.8366,3548614710000.0,0.8209000000000001
Cộng,Cộng,Cộng,4.974.330.030.000,"100,00%",4.322.555.280.000,"100,00%",4974330030000.0,1.0,4322555280000.0,1.0
