row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày > 31.12.2025 VND,Tại ngày > 01.01.2025 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2025 VND,numeric__Tại ngày > 01.01.2025 VND
100,100,100,TÀI SẢN NGĂN HẠN,,1.862.409.737.591,1.282.949.495.901,,,1862409737591.0,1282949495901.0
110,110,110,Tiền và các khoản tương đương tiền,V.1,586.763.423.469,308.933.876.437,,,586763423469.0,308933876437.0
111,111,111,Tiền,,446.122.441.869,187.371.329.025,,,446122441869.0,187371329025.0
112,112,112,Các khoản tương đương tiền,,140.640.981.600,121.562.547.412,,,140640981600.0,121562547412.0
120,120,120,Các khoản đầu tư tài chính ngắn hạn,,14.567.111.018,6.432.529.990,,,14567111018.0,6432529990.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,V.2a,14.567.111.018,6.432.529.990,,,14567111018.0,6432529990.0
130,130,130,Các khoản phải thu ngắn hạn,,1.191.826.533.023,878.312.475.722,,,1191826533023.0,878312475722.0
131,131,131,Phải thu ngắn hạn của khách hàng,V.3,810.846.568.945,629.018.879.802,,,810846568945.0,629018879802.0
132,132,132,Trả trước cho người bán ngắn hạn,V.4a,56.910.023.595,57.462.034.796,,,56910023595.0,57462034796.0
135,135,135,Phải thu về cho vay ngắn hạn,V.5,7.000.000.000,6.000.000.000,,,7000000000.0,6000000000.0
136,136,136,Phải thu ngắn hạn khác,V.6a,330.280.487.214,199.042.107.855,,,330280487214.0,199042107855.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,V.7,(13.210.546.731),(13.210.546.731),,,-13210546731.0,-13210546731.0
140,140,140,Hàng tồn kho,,44.914.909.709,67.714.934.630,,,44914909709.0,67714934630.0
141,141,141,Hàng tồn kho,V.8,44.914.909.709,67.714.934.630,,,44914909709.0,67714934630.0
150,150,150,Tài sản ngắn hạn khác,,24.337.760.372,21.555.679.122,,,24337760372.0,21555679122.0
151,151,151,Chi phí trả trước ngắn hạn,V.9a,19.979.728.817,18.578.962.390,,,19979728817.0,18578962390.0
152,152,152,Thuế GTGT được khấu trừ,,1.381.314.823,-,,,1381314823.0,
153,153,153,Thuế và các khoản khác phải thu Nhà nước,V.17b,2.976.716.732,2.976.716.732,,,2976716732.0,2976716732.0
