row_label_raw,row_label_full,col_0,Tại ngày 31.12.2025 VND,Lãi từ giao dịch mua giá rè VND,Các khoản điều chỉnh tăng/(giảm) VND,Phân chia lãi (lỗ) từ các công ty liên doanh liên kết VND,Tại ngày 01.01.2025 VND,numeric__Tại ngày 31.12.2025 VND,numeric__Lãi từ giao dịch mua giá rè VND,numeric__Các khoản điều chỉnh tăng/(giảm) VND,numeric__Phân chia lãi (lỗ) từ các công ty liên doanh liên kết VND,numeric__Tại ngày 01.01.2025 VND
Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,484.850.084.287,-,(10.000.000.000),25.686.765.358,469.163.318.929,484850084287.0,,-10000000000.0,25686765358.0,469163318929.0
Công ty Cổ phần Cao tốc Cam Lâm – Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm – Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm – Vĩnh Hảo,475.137.936.915,-,-,65.213.508.379,409.924.428.536,475137936915.0,,,65213508379.0,409924428536.0
Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh (i),Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh (i),Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh (i),224.473.200.000,-,204.473.200.000,-,20.000.000.000,224473200000.0,,204473200000.0,,20000000000.0
Công ty Cổ phần BOT Bắc Giang - Lạng Sơn - Hữu Nghị (ii),Công ty Cổ phần BOT Bắc Giang - Lạng Sơn - Hữu Nghị (ii),Công ty Cổ phần BOT Bắc Giang - Lạng Sơn - Hữu Nghị (ii),32.392.321.475,-,(12.324.000.000),(313.662.725),45.029.984.200,32392321475.0,,-12324000000.0,-313662725.0,45029984200.0
Cộng,Cộng,Cộng,1.216.853.542.677,-,182.149.200.000,90.586.611.012,944.117.731.665,1216853542677.0,,182149200000.0,90586611012.0,944117731665.0
