row_label_raw,row_label_full,col_0,31.12.2025 > Giá trị VND,31.12.2025 > Dự phòng VND,01.01.2025 > Giá trị VND,01.01.2025 > Dự phòng VND,numeric__31.12.2025 > Giá trị VND,numeric__31.12.2025 > Dự phòng VND,numeric__01.01.2025 > Giá trị VND,numeric__01.01.2025 > Dự phòng VND
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",2.147.020.000,-,2.157.503.000,-,2147020000.0,,2157503000.0,
Phải thu tạm ứng cổ tức (*),Phải thu tạm ứng cổ tức (*),Phải thu tạm ứng cổ tức (*),63.539.183.468,-,74.538.955.074,-,63539183468.0,,74538955074.0,
Bên liên quan,Bên liên quan,Bên liên quan,38.015.562.045,-,44.608.004.491,-,38015562045.0,,44608004491.0,
Công ty Cổ phần BOT Hưng Phát,Công ty Cổ phần BOT Hưng Phát,Công ty Cổ phần BOT Hưng Phát,38.015.562.045,-,44.608.004.491,-,38015562045.0,,44608004491.0,
Bên khác,Bên khác,Bên khác,25.523.621.423,-,29.930.950.583,-,25523621423.0,,29930950583.0,
Công ty Cổ phần Đầu tư Thương mại Quốc tế Hà Thành,Công ty Cổ phần Đầu tư Thương mại Quốc tế Hà Thành,Công ty Cổ phần Đầu tư Thương mại Quốc tế Hà Thành,25.421.172.372,-,29.775.842.388,-,25421172372.0,,29775842388.0,
Công ty Cổ phần Đầu tư và Xây dựng Việt Thành,Công ty Cổ phần Đầu tư và Xây dựng Việt Thành,Công ty Cổ phần Đầu tư và Xây dựng Việt Thành,102.449.051,-,155.108.195,-,102449051.0,,155108195.0,
Hợp tác kinh doanh,Hợp tác kinh doanh,Hợp tác kinh doanh,122.356.951.259,-,514.088.408.736,-,122356951259.0,,514088408736.0,
Bên liên quan,Bên liên quan,Bên liên quan,122.356.951.259,-,514.088.408.736,-,122356951259.0,,514088408736.0,
Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh (**),Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh (**),Công ty Cổ phần Cao tốc Đồng Đăng - Trà Lĩnh (**),81.517.000.000,-,,,81517000000.0,,,
Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo (***),Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo (***),Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo (***),40.839.951.259,-,514.088.408.736,,40839951259.0,,514088408736.0,
Các khoản khác,Các khoản khác,Các khoản khác,39.296.055.062,-,39.286.395.062,-,39296055062.0,,39286395062.0,
Bên khác,Bên khác,Bên khác,39.296.055.062,-,39.286.395.062,-,39296055062.0,,39286395062.0,
"Phải thu tiền sửa chữa, bảo hành các dự án","Phải thu tiền sửa chữa, bảo hành các dự án","Phải thu tiền sửa chữa, bảo hành các dự án",13.922.159.406,-,13.922.159.406,-,13922159406.0,,13922159406.0,
Trung tâm phát triển quỹ đất và Cụm công nghiệp huyện Lạng Giang,Trung tâm phát triển quỹ đất và Cụm công nghiệp huyện Lạng Giang,Trung tâm phát triển quỹ đất và Cụm công nghiệp huyện Lạng Giang,12.301.719.456,-,12.301.719.456,-,12301719456.0,,12301719456.0,
Trung tâm phát triển quỹ đất và Cụm công nghiệp thành phố Bắc Giang,Trung tâm phát triển quỹ đất và Cụm công nghiệp thành phố Bắc Giang,Trung tâm phát triển quỹ đất và Cụm công nghiệp thành phố Bắc Giang,207.596.463,-,5.033.084.500,-,207596463.0,,5033084500.0,
Trung tâm phát triển quỹ đất huyện Chi Lăng,Trung tâm phát triển quỹ đất huyện Chi Lăng,Trung tâm phát triển quỹ đất huyện Chi Lăng,4.860.513.038,-,4.860.513.038,-,4860513038.0,,4860513038.0,
Khác,Khác,Khác,8.004.066.699,-,3.168.918.662,-,8004066699.0,,3168918662.0,
Cộng,Cộng,Cộng,227.339.209.789,-,630.071.261.872,-,227339209789.0,,630071261872.0,
