row_label_raw,row_label_full,col_0,31.12.2025VND,01.01.2025VND,numeric__31.12.2025VND,numeric__01.01.2025VND
"Bảo đảm thực hiện hợp đồng bảo hành, khối lượng chờ quyết toán","Bảo đảm thực hiện hợp đồng bảo hành, khối lượng chờ quyết toán","Bảo đảm thực hiện hợp đồng bảo hành, khối lượng chờ quyết toán",366.973.300.059,379.592.398.186,366973300059.0,379592398186.0
Bên khác,Bên khác,Bên khác,366.973.300.059,379.592.398.186,366973300059.0,379592398186.0
Công ty Cổ phần Sông đa 10,Công ty Cổ phần Sông đa 10,Công ty Cổ phần Sông đa 10,71.817.270.281,71.817.270.281,71817270281.0,71817270281.0
Công ty Cổ phần Xây dựng Đèo Cả,Công ty Cổ phần Xây dựng Đèo Cả,Công ty Cổ phần Xây dựng Đèo Cả,65.626.091.401,65.626.091.401,65626091401.0,65626091401.0
Tổng công ty Xây dựng Lũng Lô,Tổng công ty Xây dựng Lũng Lô,Tổng công ty Xây dựng Lũng Lô,51.646.434.240,51.646.434.240,51646434240.0,51646434240.0
Công ty Cổ phần Công nghệ Sao Bắc Đầu,Công ty Cổ phần Công nghệ Sao Bắc Đầu,Công ty Cổ phần Công nghệ Sao Bắc Đầu,51.066.578.889,51.066.578.889,51066578889.0,51066578889.0
Công ty Cổ phần Xây dựng Công Trình Ngầm,Công ty Cổ phần Xây dựng Công Trình Ngầm,Công ty Cổ phần Xây dựng Công Trình Ngầm,43.169.306.865,43.169.306.865,43169306865.0,43169306865.0
Công ty TNHH MTV BCA - Thăng Long,Công ty TNHH MTV BCA - Thăng Long,Công ty TNHH MTV BCA - Thăng Long,11.361.794.592,25.049.711.952,11361794592.0,25049711952.0
Đối tượng khác,Đối tượng khác,Đối tượng khác,72.285.823.791,71.217.004.558,72285823791.0,71217004558.0
Phải trả về chuyển nhượng cổ phần,Phải trả về chuyển nhượng cổ phần,Phải trả về chuyển nhượng cổ phần,495.400.000.000,507.900.000.000,495400000000.0,507900000000.0
Bên liên quan,Bên liên quan,Bên liên quan,495.400.000.000,507.900.000.000,495400000000.0,507900000000.0
Công ty Cổ phần Tập đoàn Đèo Cả (*),Công ty Cổ phần Tập đoàn Đèo Cả (*),Công ty Cổ phần Tập đoàn Đèo Cả (*),495.400.000.000,507.900.000.000,495400000000.0,507900000000.0
Các khoản khác,Các khoản khác,Các khoản khác,92.136.187.598,88.164.223.183,92136187598.0,88164223183.0
Bên liên quan,Bên liên quan,Bên liên quan,4.766.647.791,-,4766647791.0,
Công ty Cổ phần Tập đoàn Đèo Cả,Công ty Cổ phần Tập đoàn Đèo Cả,Công ty Cổ phần Tập đoàn Đèo Cả,4.679.845.956,-,4679845956.0,
Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,86.801.835,-,86801835.0,
Bên khác,Bên khác,Bên khác,87.369.539.807,88.164.223.183,87369539807.0,88164223183.0
Đối tượng khác,Đối tượng khác,Đối tượng khác,87.369.539.807,88.164.223.183,87369539807.0,88164223183.0
Cộng,Cộng,Cộng,954.509.487.657,975.656.621.369,954509487657.0,975656621369.0
