row_label_raw,row_label_full,Năm 2024,"Bắc Giang, Lạng Sơn VND",Huế VND,Đà Nẵng VND,"Phú Yên, Khánh Hòa VND",Địa bàn khác VND,Tổng cộng VND,"numeric__Bắc Giang, Lạng Sơn VND",numeric__Huế VND,numeric__Đà Nẵng VND,"numeric__Phú Yên, Khánh Hòa VND",numeric__Địa bàn khác VND,numeric__Tổng cộng VND
Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,460.956.608.333,492.181.121.535,231.879.273.269,1.231.439.658.241,891.794.929.899,3.308.251.591.277,460956608333.0,492181121535.0,231879273269.0,1231439658241.0,891794929899.0,3308251591277.0
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,14.031.626.408.797,1.350.911.499.915,9.316.292.474.535,14.176.738.659.864,30.791.689.128,38.906.360.732.239,14031626408797.0,1350911499915.0,9316292474535.0,14176738659864.0,30791689128.0,38906360732239.0
Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,,,,,,(258.541.184.587),,,,,,-258541184587.0
Năm 2025,Năm 2025,Năm 2025,"Bắc Giang, Lạng Sơn VND",Huế VND,Đà Nẵng VND,"Phú Yên, Khánh Hòa VND",Địa bàn khác VND,Tổng cộng VND,,,,,,
Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Năm 2025 > Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,582.843.401.850,573.621.738.891,272.118.803.545,1.218.551.642.454,1.154.236.008.673,3.801.371.595.413,582843401850.0,573621738891.0,272118803545.0,1218551642454.0,1154236008673.0,3801371595413.0
Tài sản bộ phận,Năm 2025 > Tài sản bộ phận,Tài sản bộ phận,14.498.481.780.948,1.295.055.648.348,10.599.512.389.592,14.335.194.322.015,23.831.541.554,40.752.075.682.457,14498481780948.0,1295055648348.0,10599512389592.0,14335194322015.0,23831541554.0,40752075682457.0
Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Năm 2025 > Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,,,,,,(74.724.430.391),,,,,,-74724430391.0
