row_label_raw,row_label_full,STT,Tên công ty,Hoạt động chính,2017 > Quyền sở hữu và biểu quyết %,2017 > Giá gốc VND,2017 > Giá trị hợp lý VND,2017 > Dự phòng VND,2018 > Quyền sở hữu và biểu quyết %,2018 > Giá gốc VND,2018 > Giá trị hợp lý VND,2018 > Dự phòng VND,numeric__Tên công ty,numeric__Hoạt động chính,numeric__2017 > Quyền sở hữu và biểu quyết %,numeric__2017 > Giá gốc VND,numeric__2017 > Giá trị hợp lý VND,numeric__2017 > Dự phòng VND,numeric__2018 > Quyền sở hữu và biểu quyết %,numeric__2018 > Giá gốc VND,numeric__2018 > Giá trị hợp lý VND,numeric__2018 > Dự phòng VND
1,1,1,Công ty Cổ phần Địa ốc No Va Mỹ Đình,Kinh doanh bất động sản,"99,98",19.996.000.000,(*),-,"99,98",19.996.000.000,(*),-,,,99.98,19996000000.0,,,99.98,19996000000.0,,
2,2,2,Công ty Cổ phần Khách sạn Du lịch Thanh Niên Vũng Tàu,Kinh doanh bất động sản,"65,00",45.500.000.000,(*),-,"65,00",29.250.000.000,(*),-,,,65.0,45500000000.0,,,65.0,29250000000.0,,
3,3,3,Công ty TNHH Nova Sasco,Kinh doanh bất động sản,"99,99",528.310.550.000,(*),-,"74,00",318.191.400.000,(*),-,,,99.99,528310550000.0,,,74.0,318191400000.0,,
4,4,4,Công ty Cổ phần Đầu tư Địa ốc No Va,Kinh doanh bất động sản,"91,76",1.188.300.000.000,(*),-,"69,90",1.188.300.000.000,(*),-,,,91.76,1188300000000.0,,,69.9,1188300000000.0,,
5,5,5,Công ty Cổ phần Nova Festival,Kinh doanh bất động sản,"94,02",173.000.000.000,(*),-,"94,02",173.000.000.000,(*),-,,,94.02,173000000000.0,,,94.02,173000000000.0,,
6,6,6,Công ty Cổ phần Địa ốc Thành Nhơn,Kinh doanh bất động sản,"51,00",383.688.700.000,(*),-,"98,00",151.376.700.000,(*),-,,,51.0,383688700000.0,,,98.0,151376700000.0,,
7,7,7,Công ty TNHH Một thành viên Địa ốc No Va,Kinh doanh bất động sản,"100,00",81.600.000.000,(*),-,"100,00",81.600.000.000,(*),-,,,100.0,81600000000.0,,,100.0,81600000000.0,,
8,8,8,Công ty TNHH No Va Thảo Điền,Kinh doanh bất động sản,"100,00",1.102.996.000.000,(*),-,"100,00",889.996.000.000,(*),-,,,100.0,1102996000000.0,,,100.0,889996000000.0,,
9,9,9,Công ty Cổ phần The Prince Residence,Kinh doanh bất động sản,"99,81",338.947.200.000,(*),-,"99,81",338.947.200.000,(*),-,,,99.81,338947200000.0,,,99.81,338947200000.0,,
10,10,10,Công ty Cổ phần Đầu tư Phát triển Bắt động sản Bình An (Công ty cũ: Công ty Cổ Phân Địa Oc Nova Galaxy) (**),Kinh doanh bất động sản,"0,00",-,(*),-,"99,98",292.126.098.895,(*),-,,,0.0,,,,99.98,292126098895.0,,
11,11,11,Công ty TNHH Đầu tư Và Phát triển Phước Long,Kinh doanh bất động sản,"99,99",469.967.000.000,(*),-,"99,99",329.967.000.000,(*),-,,,99.99,469967000000.0,,,99.99,329967000000.0,,
12,12,12,Công ty TNHH Đầu tư Địa Ốc Nova Saigon Royal,Kinh doanh bất động sản,"99,99",327.393.300.000,(*),-,"99,99",327.393.300.000,(*),-,,,99.99,327393300000.0,,,99.99,327393300000.0,,
13,13,13,Công ty Cổ phần đầu tư Redwood (Tên cũ: Công ty Cổ phần Du lịch Và Nghị dưỡng Nova Phú Sa),Kinh doanh bất động sản,"0,00",-,(*),-,"99,00",5.940.000.000,(*),-,,,0.0,,,,99.0,5940000000.0,,
14,14,14,Công ty Cổ phần Phát triển Nhà ở và Hạ tầng Sài Gòn,Kinh doanh bất động sản,"98,00",5.880.000.000,(*),-,"98,00",5.880.000.000,(*),-,,,98.0,5880000000.0,,,98.0,5880000000.0,,
15,15,15,Công ty TNHH Nova Rivergate,Kinh doanh bất động sản,"99,77",936.201.410.000,(*),-,"99,90",936.201.410.000,(*),-,,,99.77,936201410000.0,,,99.9,936201410000.0,,
16,16,16,Công ty Cổ phần Nova Phủ Sa,Kinh doanh bất động sản,"0,00",-,(*),-,"99,98",5.998.800.000,(*),-,,,0.0,,,,99.98,5998800000.0,,
17,17,17,Công ty TNHH Một thành viên Novaland Agent,Kinh doanh bất động sản,"100,00",20.000.000.000,(*),-,"100,00",20.000.000.000,(*),-,,,100.0,20000000000.0,,,100.0,20000000000.0,,
18,18,18,Công ty Cổ phần Ngôi Nhà Mega,Kinh doanh bất động sản,"98,60",211.998.000.000,(*),-,"74,00",16.998.000.000,(*),-,,,98.6,211998000000.0,,,74.0,16998000000.0,,
19,19,19,Công ty Cổ phần Nova Princess Residence,Kinh doanh bất động sản,"99,90",366.707.530.000,(*),-,"99,90",366.707.530.000,(*),-,,,99.9,366707530000.0,,,99.9,366707530000.0,,
