row_label_raw,row_label_full,col_0,Tại ngày1.1.2017VND,TăngVND,GiảmVND,Tại ngày31.12.2017VND,numeric__Tại ngày1.1.2017VND,numeric__TăngVND,numeric__GiảmVND,numeric__Tại ngày31.12.2017VND
Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,,,,
Công ty TNHH Bất động sản Gia Phú (*),Bên thứ ba > Công ty TNHH Bất động sản Gia Phú (*),Công ty TNHH Bất động sản Gia Phú (*),311.580.408.814,42.900.000.000,(354.480.408.814),-,311580408814.0,42900000000.0,-354480408814.0,
Công ty TNHH The Sunrise Bay,Bên thứ ba > Công ty TNHH The Sunrise Bay,Công ty TNHH The Sunrise Bay,50.000.000.000,-,(50.000.000.000),-,50000000000.0,,-50000000000.0,
Công ty TNHH Đầu tư và Bất động sản Ngọc Minh,Bên thứ ba > Công ty TNHH Đầu tư và Bất động sản Ngọc Minh,Công ty TNHH Đầu tư và Bất động sản Ngọc Minh,-,293.000.000.000,(293.000.000.000),-,,293000000000.0,-293000000000.0,
Bên liên quan (Thuyết minh 38(b)),Bên thứ ba > Bên liên quan (Thuyết minh 38(b)),Bên liên quan (Thuyết minh 38(b)),618.313.512.000,121.600.000.000,(507.241.911.778),232.671.600.222,618313512000.0,121600000000.0,-507241911778.0,232671600222.0
,,,979.893.920.814,457.500.000.000,(1.204.722.320.592),232.671.600.222,979893920814.0,457500000000.0,-1204722320592.0,232671600222.0
