row_label_raw,row_label_full,col_0,col_1,2017 > Giá trị VND,2017 > Dự phòng VND,2016 > Giá trị VND,2016 > Dự phòng VND,numeric__col_1,numeric__2017 > Giá trị VND,numeric__2017 > Dự phòng VND,numeric__2016 > Giá trị VND,numeric__2016 > Dự phòng VND
(a),(a),(a),Phải thu ngắn hạn khác,,,,,,,,,
(a),(a) > (a),(a),"Phát triển, hợp tác đầu tư dự án (i)",836.285.567.556,-,992.987.508.469,-,,836285567556.0,,992987508469.0,
(a),(a) > (a),(a),Đặt cọc cho hợp đồng dịch vụ tư vấn đầu tư,406.589.287.268,-,1.649.213.192.246,-,,406589287268.0,,1649213192246.0,
(a),(a) > (a),(a),Lãi cho vay phải thu,158.404.717.510,-,151.942.972.120,-,,158404717510.0,,151942972120.0,
(a),(a) > (a),(a),"Cổ tức, lợi nhuận được chia",76.890.000.000,-,-,-,,76890000000.0,,,
(a),(a) > (a),(a),Đặt cọc mua cổ phần,49.000.000.000,-,912.750.000.000,-,,49000000000.0,,912750000000.0,
(a),(a) > (a),(a),"Đặt cọc, ký quỹ",25.272.708.234,-,9.717.607.272,-,,25272708234.0,,9717607272.0,
(a),(a) > (a),(a),Đặt cọc chuyển nhượng dự án,-,-,233.420.000.000,-,,,,233420000000.0,
(a),(a) > (a),(a),Tạm ứng,309.624.769,-,238.390.727,-,,309624769.0,,238390727.0,
(a),(a) > (a),(a),Khác,61.243.602.475,-,377.934.594.708,-,,61243602475.0,,377934594708.0,
,,,,1.613.995.507.812,-,4.328.204.265.542,-,,1613995507812.0,,4328204265542.0,
