row_label_raw,row_label_full,Mối quan hệ,Tên,numeric__Tên
Công ty con,Công ty con,Công ty con,Công ty Cổ phần Đầu tư Phát triển Bất động sản Bình An,
Công ty con,Công ty con,Công ty con,Công ty Cổ phần Địa ốc Nova Phù Sa,
Công ty con,Công ty con,Công ty con,Công ty Cổ phần Đầu tư Redwood,
Công ty con,Công ty con,Công ty con,Công ty TNHH Sài Gòn Gôn,
Công ty con,Công ty con,Công ty con,Công ty TNHH Bất động sản Gia Phú,
Công ty con,Công ty con,Công ty con,Công ty TNHH Bất động sản Nova Riverside,
Công ty con,Công ty con,Công ty con,Công ty Cổ phần Đầu tư Ngọc Linh Hoa,
Công ty con,Công ty con,Công ty con,Công ty TNHH Nova Property Management,
Công ty con,Công ty con,Công ty con,Công ty TNHH Merufa-Nova,
Công ty con,Công ty con,Công ty con,Công ty Cổ phần Địa Ốc Nhật Hoa,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty TNHH Một thành viên Phát triển Nhà Bến Thành,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty TNHH Đầu tư và Phát triển Bất động sản SunCity,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty Cổ phần Nova Hospitality,
Cổ đông,Cổ đông,Cổ đông,Công ty Cổ phần Diamond Properties,
Cổ đông,Cổ đông,Cổ đông,Bùi Thành Nhơn,
Cổ đông,Cổ đông,Cổ đông,Bùi Cao Nhật Quân,
Cổ đông,Cổ đông,Cổ đông,Bùi Phan Phú Lộc,
Cổ đông,Cổ đông,Cổ đông,Cao Thị Ngọc Sương,
