row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2017 VND,Tại ngày 31 tháng 12 năm > 2016 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2017 VND,numeric__Tại ngày 31 tháng 12 năm > 2016 VND
100,100,100,TÀI SẢN NGẮN HẠN,,7.336.717.166.620,11.309.645.554.183,,,7336717166620.0,11309645554183.0
110,110,110,Tiền và các khoản tương đương tiền,3,1.455.689.692.352,2.153.027.696.086,,3.0,1455689692352.0,2153027696086.0
111,111,111,Tiền,,290.577.542.976,472.905.282.697,,,290577542976.0,472905282697.0
112,112,112,Các khoản tương đương tiền,,1.165.112.149.376,1.680.122.413.389,,,1165112149376.0,1680122413389.0
120,120,120,Các khoản đầu tư tài chính ngắn hạn,,430.671.476.752,763.286.000.000,,,430671476752.0,763286000000.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),430.671.476.752,763.286.000.000,,,430671476752.0,763286000000.0
130,130,130,Các khoản phải thu ngắn hạn,,2.341.407.152.135,5.560.440.373.728,,,2341407152135.0,5560440373728.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,109.056.528.946,84.012.548.202,,5.0,109056528946.0,84012548202.0
132,132,132,Trả trước cho người bán ngắn hạn,6,385.683.515.155,168.329.639.170,,6.0,385683515155.0,168329639170.0
135,135,135,Phải thu về cho vay ngắn hạn,7,232.671.600.222,979.893.920.814,,7.0,232671600222.0,979893920814.0
136,136,136,Phải thu ngắn hạn khác,8(a),1.613.995.507.812,4.328.204.265.542,,,1613995507812.0,4328204265542.0
140,140,140,Hàng tồn kho,10,2.835.253.744.542,2.610.152.630.939,,10.0,2835253744542.0,2610152630939.0
141,141,141,Hàng tồn kho,,2.835.253.744.542,2.610.152.630.939,,,2835253744542.0,2610152630939.0
150,150,150,Tài sản ngắn hạn khác,,273.695.100.839,222.738.853.430,,,273695100839.0,222738853430.0
151,151,151,Chi phí trả trước ngắn hạn,11(a),33.811.409.608,34.273.189.647,,,33811409608.0,34273189647.0
152,152,152,Thuế GTGT được khấu trừ,18(a),176.502.020.418,127.296.421.310,,,176502020418.0,127296421310.0
153,153,153,Thuế và các khoản phải thu Ngân sách Nhà nước,18(a),63.381.670.813,61.169.242.473,,,63381670813.0,61169242473.0
