row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2017 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2016 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2017 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2016 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,2.997.814.436.871,3.739.648.758.345,,,2997814436871.0,3739648758345.0
02,02,02,Các khoản giảm trừ doanh thu,,(4.395.144.584),(6.776.714.246),,,-4395144584.0,-6776714246.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,27,2.993.419.292.287,3.732.872.044.099,,27.0,2993419292287.0,3732872044099.0
11,11,11,Giá vốn hàng bán và cung cấp dịch vụ,28,(2.736.582.160.890),(3.368.590.289.217),,28.0,-2736582160890.0,-3368590289217.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,256.837.131.397,364.281.754.882,,,256837131397.0,364281754882.0
21,21,21,Doanh thu hoạt động tài chính,29,1.676.500.005.991,1.446.337.089.286,,29.0,1676500005991.0,1446337089286.0
22,22,22,Chi phí tài chính,30,(1.311.898.120.465),(812.634.467.272),,30.0,-1311898120465.0,-812634467272.0
23,23,23,- Trong đó: Chi phí lãi vay,,(1.166.913.635.086),(677.897.599.474),,,-1166913635086.0,-677897599474.0
25,25,25,Chi phí bán hàng,31,(70.744.142.906),(17.966.476.584),,31.0,-70744142906.0,-17966476584.0
26,26,26,Chi phí quản lý doanh nghiệp,32,(115.451.349.858),(129.282.004.958),,32.0,-115451349858.0,-129282004958.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,435.243.524.159,850.735.895.354,,,435243524159.0,850735895354.0
31,31,31,Thu nhập khác,,10.657.894.231,24.313.394.126,,,10657894231.0,24313394126.0
32,32,32,Chi phí khác,,(24.011.199.962),(18.044.245.188),,,-24011199962.0,-18044245188.0
40,40,40,(Lỗ)/lợi nhuận khác,33,(13.353.305.731),6.269.148.938,,33.0,-13353305731.0,6269148938.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,421.890.218.428,857.005.044.292,,,421890218428.0,857005044292.0
51,51,51,Chi phí thuế TNDN hiện hành,34,-,-,,34.0,,
52,52,52,Chi phí thuế TNDN hoãn lại,"23, 34",-,-,,,,
60,52 > 60,60,Lợi nhuận sau thuế TNDN,,421.890.218.428,857.005.044.292,,,421890218428.0,857005044292.0
