row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2017 VND,Tại ngày 31 tháng 12 năm > 2016 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2017 VND,numeric__Tại ngày 31 tháng 12 năm > 2016 VND
200,200,200,TÀI SẢN DÀI HẠN,,19.658.383.070.708,12.518.233.917.576,,,19658383070708.0,12518233917576.0
210,210,210,Các khoản phải thu dài hạn,,193.670.726.330,907.906.778.261,,,193670726330.0,907906778261.0
216,216,216,Phải thu dài hạn khác,8(b),193.670.726.330,907.906.778.261,,,193670726330.0,907906778261.0
220,220,220,Tài sản cố định,,134.599.843.385,119.757.184.853,,,134599843385.0,119757184853.0
221,221,221,Tài sản cố định hữu hình,12(a),89.870.796.906,91.174.216.022,,,89870796906.0,91174216022.0
222,222,222,Nguyên giá,,124.401.270.278,116.042.582.070,,,124401270278.0,116042582070.0
223,223,223,Giá trị khấu hao lũy kế,,(34.530.473.372),(24.868.366.048),,,-34530473372.0,-24868366048.0
227,227,227,Tài sản cố định vô hình,12(b),44.729.046.479,28.582.968.831,,,44729046479.0,28582968831.0
228,228,228,Nguyên giá,,50.149.950.044,29.773.073.718,,,50149950044.0,29773073718.0
229,229,229,Giá trị khấu hao lũy kế,,(5.420.903.565),(1.190.104.887),,,-5420903565.0,-1190104887.0
230,230,230,Bất động sản đầu tư,13,1.314.479.799.383,308.170.066.254,,13.0,1314479799383.0,308170066254.0
231,231,231,Nguyên giá,,1.331.862.308.547,316.018.036.048,,,1331862308547.0,316018036048.0
232,232,232,Giá trị khấu hao lũy kế,,(17.382.509.164),(7.847.969.794),,,-17382509164.0,-7847969794.0
240,240,240,Tài sản dở dang dài hạn,,292.558.067.073,280.223.268.503,,,292558067073.0,280223268503.0
241,241,241,"Chi phí sản xuất, kinh doanh dở dang dài hạn",14,224.136.375.352,233.819.522.165,,14.0,224136375352.0,233819522165.0
242,242,242,Chi phí xây dựng cơ bản dở dang,15,68.421.691.721,46.403.746.338,,15.0,68421691721.0,46403746338.0
250,250,250,Đầu tư tài chính dài hạn,,17.648.684.947.467,10.742.536.587.895,,,17648684947467.0,10742536587895.0
251,251,251,Đầu tư vào công ty con,4(b),16.617.792.887.467,10.529.415.042.895,,,16617792887467.0,10529415042895.0
252,252,252,"Đầu tư vào công ty liên doanh, liên kết",4(b),1.030.892.060.000,210.006.345.000,,,1030892060000.0,210006345000.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,4(b),-,3.115.200.000,,,,3115200000.0
260,260,260,Tài sản dài hạn khác,,74.389.687.070,159.640.031.810,,,74389687070.0,159640031810.0
261,261,261,Chi phí trả trước dài hạn,11(b),73.413.813.498,158.664.158.238,,,73413813498.0,158664158238.0
262,262,262,Tài sản thuế thu nhập hoãn lại,23,975.873.572,975.873.572,,23.0,975873572.0,975873572.0
270,270,270,TỔNG TÀI SẢN,,26.995.100.237.328,23.827.879.471.759,,,26995100237328.0,23827879471759.0
