row_label_raw,row_label_full,Ngân hàng TMCP Tiên Phong– Chi nhánh Sài Gòn (ii),50.000.000.000,250.000.000.000,numeric__50.000.000.000,numeric__250.000.000.000
Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland (iv),Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland (iv),Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland (iv),306.922.500.000,-,306922500000.0,
Maybank International Labuan Branch (iv),Maybank International Labuan Branch (iv),Maybank International Labuan Branch (iv),184.153.500.000,-,184153500000.0,
"The Shanghai Commercial & Savings Bank, Ltd. –Offshore Banking Branch (iv)","The Shanghai Commercial & Savings Bank, Ltd. –Offshore Banking Branch (iv)","The Shanghai Commercial & Savings Bank, Ltd. –Offshore Banking Branch (iv)",61.384.500.000,-,61384500000.0,
Ngân hàng Malayan Banking Berhad– Chi nhánh Thành phố Hồ Chí Minh (iv),Ngân hàng Malayan Banking Berhad– Chi nhánh Thành phố Hồ Chí Minh (iv),Ngân hàng Malayan Banking Berhad– Chi nhánh Thành phố Hồ Chí Minh (iv),20.016.000.000,-,20016000000.0,
"Chailease International Financial Services co., Ltd (iv)","Chailease International Financial Services co., Ltd (iv)","Chailease International Financial Services co., Ltd (iv)",40.923.000.000,-,40923000000.0,
Ngân hàng TMCP Sài Gòn Thương Tín– Sở Giao dịch,Ngân hàng TMCP Sài Gòn Thương Tín– Sở Giao dịch,Ngân hàng TMCP Sài Gòn Thương Tín– Sở Giao dịch,-,250.000.000.000,,250000000000.0
Ngân hàng TMCP Ngoại thương ViệtNam – Chi nhánh Sóc Trăng,Ngân hàng TMCP Ngoại thương ViệtNam – Chi nhánh Sóc Trăng,Ngân hàng TMCP Ngoại thương ViệtNam – Chi nhánh Sóc Trăng,-,45.545.188.393,,45545188393.0
,,,663.399.500.000,545.545.188.393,663399500000.0,545545188393.0
