row_label_raw,row_label_full,col_0,col_1,2017VND,2016VND,numeric__col_1,numeric__2017VND,numeric__2016VND
vii),vii),vii),Đi vay,,,,,
,,,Công ty TNHH Phát triển Quốc tế Thế Kỳ 21,510.500.000.000,-,,510500000000.0,
,,,Công ty Cổ phần Nova Richstar,400.000.000.000,159.000.000.000,,400000000000.0,159000000000.0
,,,Công ty Cổ phần Nova Festival,211.900.000.000,69.554.000.000,,211900000000.0,69554000000.0
,,,Công ty Cổ phần Đầu tư Phát triển Bất động sản Bình An,169.000.000.000,-,,169000000000.0,
,,,Công ty TNHH Nova Rivergate,124.000.000.000,770.048.000.000,,124000000000.0,770048000000.0
,,,Công ty TNHH Nova Sasco,103.000.000.000,193.500.000.000,,103000000000.0,193500000000.0
,,,Công ty Cổ phần Cao ốc Phương Đông,81.000.000.000,246.600.000.000,,81000000000.0,246600000000.0
,,,Công ty Cổ phần The Prince Residence,-,346.000.000.000,,,346000000000.0
,,,Công ty TNHH Đầu tư và Phát triển Phước Long,-,279.000.000.000,,,279000000000.0
,,,Công ty TNHH Nova Nam Á,-,249.730.000.000,,,249730000000.0
,,,Công ty Cổ phần Đầu tư và Thương mại Nhà Rồng,-,120.000.000.000,,,120000000000.0
,,,Công ty Cổ phần Bất động sản Nova Lexington,-,84.000.000.000,,,84000000000.0
,,,Công ty Cổ phần Đầu tư Địa ốc No Va,-,68.300.000.000,,,68300000000.0
,,,Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,-,33.600.000.000,,,33600000000.0
,,,Công ty TNHH Nova Sagel,-,28.000.000.000,,,28000000000.0
,,,Công ty TNHH Nova Lucky Palace,-,21.020.000.000,,,21020000000.0
,,,Công ty Cổ phần Nova Princess Residence,-,8.813.836.342,,,8813836342.0
,,,Công ty TNHH Nova An Phú,-,8.750.000.000,,,8750000000.0
,,,Công ty Cổ phần Nova Phù Sa,-,5.700.000.000,,,5700000000.0
,,,Công ty TNHH Một Thành viên Novaland Agent,-,1.000.000.000,,,1000000000.0
,,,,1.599.400.000.000,2.692.615.836.342,,1599400000000.0,2692615836342.0
