row_label_raw,row_label_full,col_0,col_1,2017VND,2016VND,numeric__col_1,numeric__2017VND,numeric__2016VND
(a),(a),(a),Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,,,
(a),(a) > (a),(a),Loại phát hành có chiết khấuCông ty TNHH Chứng khoán Kỹ Thương (i),450.000.000.000,700.000.000.000,,450000000000.0,700000000000.0
(a),(a) > (a),(a),Loại phát hành bằng mệnh giáCông ty TNHH Chứng khoán Kỹ Thương (ii),500.000.000.000,-,,500000000000.0,
(a),(a) > (a),(a),Ngân hàng TMCP Bảo Việt (iii),300.000.000.000,-,,300000000000.0,
(a),(a) > (a),(a),Ngân hàng TMCP Quân đội– Chi nhánh Bắc Sài Gòn (iv),250.000.000.000,-,,250000000000.0,
(a),(a) > (a),(a),Ngân hàng TMCP Tiên Phong (iv),125.000.000.000,-,,125000000000.0,
(a),(a) > (a),(a),Ngân Hàng TMCP Công Thương– Chi nhánh HCM (v),275.000.000.000,-,,275000000000.0,
(a),(a) > (a),(a),,1.900.000.000.000,700.000.000.000,,1900000000000.0,700000000000.0
(b),(b),(b),Vay dài hạn,Vay dài hạn,Vay dài hạn,,,
(b),(b) > (b),(b),Loại phát hành có chiết khấuCông ty TNHH Chứng Khoán Kỹ Thương (i),-,450.000.000.000,,,450000000000.0
(b),(b) > (b),(b),Loại phát hành theo mệnh giáCông ty TNHH Chứng khoán Kỹ thương (ii),-,500.000.000.000,,,500000000000.0
(b),(b) > (b),(b),Ngân hàng TMCP Bảo Việt (iii),-,300.000.000.000,,,300000000000.0
(b),(b) > (b),(b),Ngân hàng TMCP Quân đội– Chi nhánh Bắc Sài Gòn (iv),750.000.000.000,-,,750000000000.0,
(b),(b) > (b),(b),Ngân hàng TMCP Tiên Phong (iv),375.000.000.000,-,,375000000000.0,
(b),(b) > (b),(b),Ngân hàng TMCP Công Thương– Chi nhánh HCM (v),441.000.000.000,1.732.000.000.000,,441000000000.0,1732000000000.0
(b),(b) > (b),(b),Ngân hàng TNHH Indovina (vi),1.050.000.000.000,-,,1050000000000.0,
(b),(b) > (b),(b),Công ty TNHH Chứng khoán Kỹ thương (vi),250.000.000.000,-,,250000000000.0,
(b),(b) > (b),(b),Ngân hàng TMCP Kỹ Thương Việt Nam (vi),1.000.000.000.000,-,,1000000000000.0,
(b),(b) > (b),(b),Tập đoàn Bảo Việt (vii),200.000.000.000,-,,200000000000.0,
(b),(b) > (b),(b),Ngân hàng TMCP Quân đội– Chi nhánh Bắc Sài Gòn (viii),500.000.000.000,400.000.000.000,,500000000000.0,400000000000.0
(b),(b) > (b),(b),Ngân hàng TMCP Tiên Phong (viii),-,100.000.000.000,,,100000000000.0
(b),(b) > (b),(b),Công ty TNHH Chứng khoán Kỹ thương (ix),500.000.000.000,-,,500000000000.0,
(b),(b) > (b),(b),Ngân hàng TMCP Kỹ Thương Việt Nam (ix),500.000.000.000,-,,500000000000.0,
(b),(b) > (b),(b),,5.566.000.000.000,3.482.000.000.000,,5566000000000.0,3482000000000.0
