row_label_raw,row_label_full,Công ty con,Công ty Cổ phần Đầu tư Địa ốc No Va,numeric__Công ty Cổ phần Đầu tư Địa ốc No Va
Công ty con,Công ty con,Công ty con,Công ty TNHH No Va Thảo Điền,
Công ty con,Công ty con,Công ty con,Công ty Cổ phần Nova Festival,
Công ty con,Công ty con,Công ty con,Công ty TNHH Một thành viên Địa ốc No Va,
Công ty con,Công ty con,Công ty con,Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,
Công ty con,Công ty con,Công ty con,Công ty Cổ phần Phát triển Nhà ở và Hạ tầng Sài Gòn,
Công ty con,Công ty con,Công ty con,Công ty TNHH Nova Lucky Palace,
Công ty con,Công ty con,Công ty con,Công ty Cổ phần The Prince Residence,
Công ty con,Công ty con,Công ty con,Công ty Cổ phần Địa ốc Thành Nhơn,
Công ty con,Công ty con,Công ty con,Công ty TNHH Nova Sagel,
Công ty con,Công ty con,Công ty con,Công ty TNHH Một thành viên Novaland Agent,
Công ty con,Công ty con,Công ty con,Công ty TNHH Đầu tư và Phát triển Phước Long,
Công ty con,Công ty con,Công ty con,Công ty Cổ phần Khách sạn Du lịch Thanh Niên Vũng Tàu,
Công ty con,Công ty con,Công ty con,Công ty Cổ phần Nova Richstar,
Công ty con,Công ty con,Công ty con,Công ty Cổ phần Nova Nippon,
Công ty con,Công ty con,Công ty con,Công ty TNHH Bất động sản Khải Hưng,
Công ty con,Công ty con,Công ty con,Công ty TNHH Nova Nam Á,
Công ty con,Công ty con,Công ty con,Công ty TNHH Nova Sasco,
Công ty con,Công ty con,Công ty con,Công ty Cổ phần Địa ốc Nova Mỹ Đình,
Công ty con,Công ty con,Công ty con,Công ty TNHH Đầu tư Địa ốc Thành Nhơn,
Công ty con,Công ty con,Công ty con,Công ty TNHH Nova An Phú,
Công ty con,Công ty con,Công ty con,Công ty TNHH Đầu tư và Phát triển Bất động sản Nova Phúc Nguyên,
Công ty con,Công ty con,Công ty con,Công ty TNHH Đầu tư và Bất động sản Tường Minh,
Công ty con,Công ty con,Công ty con,Công ty TNHH Phát triển Quốc tế Thế Kỹ 21,
Công ty con,Công ty con,Công ty con,Công ty Cổ phần Cao ốc Phương Đông,
Công ty con,Công ty con,Công ty con,Công ty TNHH Nova Rivergate,
Công ty con,Công ty con,Công ty con,Công ty Cổ phần Nova Princess Residence,
Công ty con,Công ty con,Công ty con,Công ty Cổ phần Đầu tư và Thương mại Nhà Rồng,
Công ty con,Công ty con,Công ty con,Công ty Cổ phần Ngõi Nhà Mega,
Công ty con,Công ty con,Công ty con,Công ty TNHH Mega Tie,
Công ty con,Công ty con,Công ty con,Công ty TNHH Bất động sản Bách Hợp,
Công ty con,Công ty con,Công ty con,Công ty Cổ phần Cảng Phú Định,
