row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2017 VND,Tại ngày 31 tháng 12 năm > 2016 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2017 VND,numeric__Tại ngày 31 tháng 12 năm > 2016 VND
300,300,300,NỘ PHẢI TRẢ,,15.815.002.083.930,14.612.306.536.789,,,15815002083930.0,14612306536789.0
310,310,310,Nợ ngắn hạn,,6.482.181.340.468,7.870.294.471.354,,,6482181340468.0,7870294471354.0
311,311,311,Phải trả người bán ngắn hạn,16,109.079.438.699,279.143.774.099,,16.0,109079438699.0,279143774099.0
312,312,312,Người mua trả tiền trước ngắn hạn,17,541.931.205.610,2.237.975.628.156,,17.0,541931205610.0,2237975628156.0
313,313,313,Thuế và các khoản phải nộp Ngân sách Nhà nước,18,15.397.184.292,2.693.533.635,,18.0,15397184292.0,2693533635.0
314,314,314,Phải trả người lao động,,114.616.082.625,167.232.393.967,,,114616082625.0,167232393967.0
315,315,315,Chi phí phải trả ngắn hạn,19,570.338.370.866,368.158.915.150,,19.0,570338370866.0,368158915150.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,20,1.505.790.703,143.941.448,,20.0,1505790703.0,143941448.0
319,319,319,Phải trả ngắn hạn khác,21(a),822.614.019.388,754.774.450.500,,,822614019388.0,754774450500.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,22(a),4.301.150.382.990,4.053.475.469.104,,,4301150382990.0,4053475469104.0
322,322,322,"Quỹ khen thưởng, phúc lợi",,5.548.865.295,6.696.365.295,,,5548865295.0,6696365295.0
330,330,330,Nợ dài hạn,,9.332.820.743.462,6.742.012.065.435,,,9332820743462.0,6742012065435.0
336,336,336,Doanh thu chưa thực hiện dài hạn,20,65.749.720.031,-,,20.0,65749720031.0,
337,337,337,Phải trả dài hạn khác,21(b),244.556.717.870,240.952.447.466,,,244556717870.0,240952447466.0
338,338,338,Vay và nợ thuê tài chính dài hạn,22(b),9.022.514.305.561,6.501.059.617.969,,,9022514305561.0,6501059617969.0
400,400,400,VỐN CHỦ SỞ HỮU,,11.180.098.153.398,9.215.572.934.970,,,11180098153398.0,9215572934970.0
410,410,410,Vốn chủ sở hữu,,11.180.098.153.398,9.215.572.934.970,,,11180098153398.0,9215572934970.0
411,411,411,Vốn góp của chủ sở hữu,"24, 25",6.496.587.880.000,5.961.992.340.000,,,6496587880000.0,5961992340000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,6.428.287.880.000,5.893.692.340.000,,,6428287880000.0,5893692340000.0
411b,411b,411b,- Cổ phiếu ưu đãi,,68.300.000.000,68.300.000.000,,,68300000000.0,68300000000.0
412,412,412,Thặng dư vốn cổ phần,24,3.206.830.905.400,2.174.026.445.400,,24.0,3206830905400.0,2174026445400.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",24,1.476.679.367.998,1.079.554.149.570,,24.0,1476679367998.0,1079554149570.0
421a,421a,421a,- LNST chưa phân phối lũy kế đến cuối năm trước,,1.054.789.149.570,222.549.105.278,,,1054789149570.0,222549105278.0
421b,421b,421b,- LNST chưa phân phối năm nay,,421.890.218.428,857.005.044.292,,,421890218428.0,857005044292.0
440,440,440,TỔNG NGUỒN VỐN,,26.995.100.237.328,23.827.879.471.759,,,26995100237328.0,23827879471759.0
