row_label_raw,row_label_full,STT,Tên công ty,Hoạt động chính,2017 > Quyền sở hữu và biểu quyết %,2017 > Giá gốc VND,2017 > Giá trị hợp lý VND,2017 > Dự phòng VND,2016 > Quyền sở hữu và biểu quyết %,2016 > Giá gốc VND,2016 > Giá trị hợp lý VND,2016 > Dự phòng VND,numeric__Tên công ty,numeric__Hoạt động chính,numeric__2017 > Quyền sở hữu và biểu quyết %,numeric__2017 > Giá gốc VND,numeric__2017 > Giá trị hợp lý VND,numeric__2017 > Dự phòng VND,numeric__2016 > Quyền sở hữu và biểu quyết %,numeric__2016 > Giá gốc VND,numeric__2016 > Giá trị hợp lý VND,numeric__2016 > Dự phòng VND
20,20,20,Công ty TNHH Bắt động sản Khải Hưng,Kinh doanh bất động sản,"95,97",3.773.925.000.000,(*),-,"99,99",3.773.925.000.000,(*),-,,,95.97,3773925000000.0,,,99.99,3773925000000.0,,
21,21,21,Công ty TNHH Nova Sagel,Kinh doanh bất động sản,"73,99",267.910.000.000,(*),-,"73,98",267.910.000.000,(*),-,,,73.99,267910000000.0,,,73.98,267910000000.0,,
22,22,22,Công ty Cổ phần Nova Nippon,Kinh doanh bất động sản,"99,98",19.996.000.000,(*),-,"99,98",19.996.000.000,(*),-,,,99.98,19996000000.0,,,99.98,19996000000.0,,
23,23,23,Công ty TNHH Nova Lucky Palace,Kinh doanh bất động sản,"99,99",199.990.000.000,(*),-,"99,99",199.990.000.000,(*),-,,,99.99,199990000000.0,,,99.99,199990000000.0,,
24,24,24,Công ty TNHH Nova Nam Á,Kinh doanh bất động sản,"83,16",293.913.568.467,(*),-,"74,00",216.080.000.000,(*),-,,,83.16,293913568467.0,,,74.0,216080000000.0,,
25,25,25,Công ty TNHH Nova An Phú,Kinh doanh bất động sản,"92,27",234.500.000.000,(*),-,"90,00",18.000.000.000,(*),-,,,92.27,234500000000.0,,,90.0,18000000000.0,,
26,26,26,Công ty TNHH Đầu tư Bắt động sản Vương Cung (****),Kinh doanh bất động sản,"0,00",-,,-,"99,99",19.998.000.000,(*),-,,,0.0,,,,99.99,19998000000.0,,
27,27,27,Công ty TNHH Đầu tư Và Bắt động sản Tường Minh,Kinh doanh bất động sản,"99,99",325.665.604.000,(*),-,"99,99",325.665.604.000,(*),-,,,99.99,325665604000.0,,,99.99,325665604000.0,,
28,28,28,Công ty TNHH Đầu tư và Phát triển Bắt động sản Nova Phúc Nguyên,Kinh doanh bất động sản,"99,89",189.981.000.000,(*),-,"99,99",189.981.000.000,(*),-,,,99.89,189981000000.0,,,99.99,189981000000.0,,
29,29,29,Công ty TNHH Bắt động sản Bách Hợp (****),Kinh doanh bất động sản,"99,99",212.978.700.000,(*),-,"0,00",-,(*),-,,,99.99,212978700000.0,,,0.0,,,
30,30,30,Công ty Cổ phần Cảng Phú Đình (****),"Hoạt động hỗ trợ liên quan đến vận tải, kinh doanh bất động sản","59,73",941.511.225.000,(*),-,"0,00",-,(*),-,,,59.73,941511225000.0,,,0.0,,,
31,31,31,Công ty TNHH Bắt động sản Gia Đức (****),Kinh doanh bất động sản,"99,99",1.938.950.000.000,(*),-,"0,00",-,(*),-,,,99.99,1938950000000.0,,,0.0,,,
32,32,32,Công ty TNHH Đầu tư Địa ốc Thành Nhơn (****),Kinh doanh bất động sản,"98,48",1.300.000.000.000,(*),-,"0,00",-,(*),-,,,98.48,1300000000000.0,,,0.0,,,
33,33,33,Công ty Cổ phần Đầu tư Ngọc Linh Hoa (****),Kinh doanh bất động sản,"99,83",579.000.000.000,(*),-,"0,00",-,(*),-,,,99.83,579000000000.0,,,0.0,,,
34,34,34,Công ty Cổ phần Nova Property Management (****),Kinh doanh bất động sản,"99,99",138.986.100.000,(*),-,"0,00",-,(*),-,,,99.99,138986100000.0,,,0.0,,,
,,,,,,16.617.792.887.467,,,,10.529.415.042.895,,,,,,16617792887467.0,,,,10529415042895.0,,
