row_label_raw,row_label_full,col_0,col_1,2017VND,2016VND,numeric__col_1,numeric__2017VND,numeric__2016VND
x),x),x),Lãi đi vay,,,,,
x),x) > x),x),Công ty TNHH Nova Rivergate,37.956.997.482,25.488.177.448,,37956997482.0,25488177448.0
x),x) > x),x),Công ty TNHH Phát triển Quốc tế Thế Kỳ 21,26.429.484.020,-,,26429484020.0,
x),x) > x),x),Công ty Cổ phần Cao ốc Phương Đông,13.219.130.411,7.036.320.000,,13219130411.0,7036320000.0
x),x) > x),x),Công ty Cổ phần Nova Richstar,10.060.273.973,3.219.450.000,,10060273973.0,3219450000.0
x),x) > x),x),Công ty TNHH Nova Sasco,9.703.403.197,8.104.888.888,,9703403197.0,8104888888.0
x),x) > x),x),Công ty TNHH Đầu tư và Phát triển Phước Long,7.016.608.335,143.902.778,,7016608335.0,143902778.0
x),x) > x),x),Công ty Cổ phần Nova Festival,6.374.748.972,700.617.501,,6374748972.0,700617501.0
x),x) > x),x),Công ty TNHH Bất động sản Gia Phú,2.573.698.630,-,,2573698630.0,
x),x) > x),x),Công ty TNHH Nova Sagel,608.333.334,564.444.446,,608333334.0,564444446.0
x),x) > x),x),Công ty Cổ phần Bất động sản Nova Lexington,365.863.426,1.825.000.000,,365863426.0,1825000000.0
x),x) > x),x),Công ty Cổ phần Nova Phù Sa,185.569.447,259.513.890,,185569447.0,259513890.0
x),x) > x),x),Công ty Cổ phần Đầu tư Phát triển Bất động sảnBình An,156.260.274,143.291.667,,156260274.0,143291667.0
x),x) > x),x),Công ty TNHH Nova Nam Á,-,8.639.463.889,,,8639463889.0
x),x) > x),x),Bùi Cao Nhật Quân,-,1.473.383.453,,,1473383453.0
x),x) > x),x),Công ty TNHH Nova Lucky Palace,-,1.380.430.113,,,1380430113.0
x),x) > x),x),Bùi Thành Nhơn,-,1.098.287.323,,,1098287323.0
x),x) > x),x),Công ty Cổ phần The Prince Residence,-,999.625.001,,,999625001.0
x),x) > x),x),Bùi Phan Phú Lộc,-,893.135.751,,,893135751.0
x),x) > x),x),Cao Thị Ngọc Sương,-,732.370.395,,,732370395.0
x),x) > x),x),Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,-,648.958.334,,,648958334.0
x),x) > x),x),Công ty Cổ phần Đầu tư Địa ốc No Va,-,443.333.333,,,443333333.0
x),x) > x),x),Công ty TNHH Nova An Phú,-,101.111.111,,,101111111.0
x),x) > x),x),Công ty Cổ phần Nova Princess Residence,-,86.179.733,,,86179733.0
x),x) > x),x),Công ty Cổ phần Đầu tư và Thương mại Nhà Rồng,-,33.333.333,,,33333333.0
x),x) > x),x),Công ty TNHH Một Thành viên Novaland Agent,-,22.763.889,,,22763889.0
,,,,114.650.371.501,64.037.982.276,,114650371501.0,64037982276.0
xi),xi),xi),Doanh thu chưa thực hiện,,,,,
xi),xi) > xi),xi),Công ty TNHH Nova Property Management,67.156.363.636,-,,67156363636.0,
xii),xii),xii),Các khoản chi cho các nhân sự quản lý chủ chốt,,,,,
xii),xii) > xii),xii),Lương và các quyền lợi gộp khác,35.024.121.743,25.579.078.298,,35024121743.0,25579078298.0
