row_label_raw,row_label_full,STT,Chỉ tiêu,Thuyết minh,31/12/2024 > Triệu VND,31/12/2023 > Triệu VND,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__31/12/2024 > Triệu VND,numeric__31/12/2023 > Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,"Tiền mặt, vàng bạc, đá quý",5,566.596,616.570,,5.0,566596.0,616570.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước,6,798.225,887.264,,6.0,798225.0,887264.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,7,16.023.622,15.362.500,,7.0,16023622.0,15362500.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,12.454.527,13.602.238,,,12454527.0,13602238.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,3.569.095,1.760.262,,,3569095.0,1760262.0
IV,A > IV,IV,Chứng khoán kinh doanh,8,24.599.926,20.992.851,,8.0,24599926.0,20992851.0
1,A > 1,1,Chứng khoán kinh doanh,,24.599.926,20.992.851,,,24599926.0,20992851.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,9,184.066,-,,9.0,184066.0,
VI,A > VI,VI,Cho vay khách hàng,,108.228.371,98.654.289,,,108228371.0,98654289.0
1,A > 1,1,Cho vay khách hàng,10,109.552.804,99.853.975,,10.0,109552804.0,99853975.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,11,(1.324.433),(1.199.686),,11.0,-1324433.0,-1199686.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,12,9.380.559,10.548.824,,12.0,9380559.0,10548824.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,9.400.555,10.570.319,,,9400555.0,10570319.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(19.996),(21.495),,,-19996.0,-21495.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",13,146.156,142.530,,13.0,146156.0,142530.0
4,A > 4,4,Đầu tư dài hạn khác,,168.105,162.845,,,168105.0,162845.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(21.949),(20.315),,,-21949.0,-20315.0
X,A > X,X,Tài sản cố định,,1.058.591,1.052.987,,,1058591.0,1052987.0
1.,A > 1.,1.,Tài sản cố định hữu hình,14,171.659,176.559,,14.0,171659.0,176559.0
a,A > a,a,Nguyên giá TSCĐ,,518.530,505.197,,,518530.0,505197.0
b,A > b,b,Hao mòn TSCĐ,,(346.871),(328.638),,,-346871.0,-328638.0
3.,A > 3.,3.,Tài sản cố định vô hình,15,886.932,876.428,,15.0,886932.0,876428.0
a,A > a,a,Nguyên giá TSCĐ,,1.012.665,987.113,,,1012665.0,987113.0
b,A > b,b,Hao mòn TSCĐ,,(125.733),(110.685),,,-125733.0,-110685.0
XI,A > XI,XI,Bất động sản đầu tư,16,3.683,3.683,,16.0,3683.0,3683.0
a,A > a,a,Nguyên giá BĐSĐT,,3.683,3.683,,,3683.0,3683.0
XII,A > XII,XII,Tài sản Có khác,17,4.496.898,3.981.573,,17.0,4496898.0,3981573.0
1,A > 1,1,Các khoản phải thu,,299.819,292.705,,,299819.0,292705.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,4.125.759,3.625.739,,,4125759.0,3625739.0
4,A > 4,4,Tài sản Có khác,,71.320,63.129,,,71320.0,63129.0
,,,TỔNG TÀI SẢN CÓ,,165.486.693,152.243.071,,,165486693.0,152243071.0
