row_label_raw,row_label_full,col_0,"Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ","Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ_1",Kinh doanh chứng khoán vốn và góp vốn mua cổ phần,Kinh doanh chứng khoán vốn và góp vốn mua cổ phần_1,Khác,Khác_1,Hoạt động chung không phân bổ,Hoạt động chung không phân bổ_1,Tổng cộng,Tổng cộng_1,"numeric__Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ","numeric__Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ_1",numeric__Kinh doanh chứng khoán vốn và góp vốn mua cổ phần,numeric__Kinh doanh chứng khoán vốn và góp vốn mua cổ phần_1,numeric__Khác,numeric__Khác_1,numeric__Hoạt động chung không phân bổ,numeric__Hoạt động chung không phân bổ_1,numeric__Tổng cộng,numeric__Tổng cộng_1
,,,Kỳ này/Cuối kỳ,Kỳ trước/ Đầu kỳ,Kỳ này/Cuối kỳ,Kỳ trước/ Đầu kỳ,Kỳ này/Cuối kỳ,Kỳ trước/ Đầu kỳ,Kỳ này/Cuối kỳ,Kỳ trước/ Đầu kỳ,Kỳ này/Cuối kỳ,Kỳ trước/ Đầu kỳ,,,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,,
IV. Nợ phải trả,IV. Nợ phải trả,IV. Nợ phải trả,152.940.888,140.853.892,-,-,-,97.173,763.355,423.747,153.704.243,141.374.812,152940888.0,140853892.0,,,,97173.0,763355.0,423747.0,153704243.0,141374812.0
1. Các khoản nợ Chính phủ và Ngân hàng Nhà nước,1. Các khoản nợ Chính phủ và Ngân hàng Nhà nước,1. Các khoản nợ Chính phủ và Ngân hàng Nhà nước,7.504,24.116,-,-,-,-,-,-,7.504,24.116,7504.0,24116.0,,,,,,,7504.0,24116.0
2. Tiền gửi và vay các tổ chức tín dụng khác,2. Tiền gửi và vay các tổ chức tín dụng khác,2. Tiền gửi và vay các tổ chức tín dụng khác,11.881.039,11.158.753,-,-,-,-,-,-,11.881.039,11.158.753,11881039.0,11158753.0,,,,,,,11881039.0,11158753.0
3. Tiền gửi của khách hàng,3. Tiền gửi của khách hàng,3. Tiền gửi của khách hàng,122.549.687,118.476.923,-,-,-,-,-,-,122.549.687,118.476.923,122549687.0,118476923.0,,,,,,,122549687.0,118476923.0
4. Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,4. Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,4. Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,-,-,-,97.173,-,-,-,97.173,,,,,,97173.0,,,,97173.0
"5. Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","5. Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","5. Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",25.652,9.807,-,-,-,-,-,-,25.652,9.807,25652.0,9807.0,,,,,,,25652.0,9807.0
6. Phát hành giấy tờ có giá,6. Phát hành giấy tờ có giá,6. Phát hành giấy tờ có giá,16.020.800,7.062.350,-,-,-,-,-,-,16.020.800,7.062.350,16020800.0,7062350.0,,,,,,,16020800.0,7062350.0
7. Các khoản nợ khác,7. Các khoản nợ khác,7. Các khoản nợ khác,2.456.206,4.121.943,-,-,-,-,763.355,423.747,3.219.561,4.545.690,2456206.0,4121943.0,,,,,763355.0,423747.0,3219561.0,4545690.0
