row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020VND,Ngày 31 tháng 12năm 2019VND,numeric__Ngày 31 tháng 12năm 2020VND,numeric__Ngày 31 tháng 12năm 2019VND
USD,USD,USD,"23.125,00","23.175,00",23125.0,23175.0
EUR,EUR,EUR,"28.484,00","26.092,00",28484.0,26092.0
GBP,GBP,GBP,"31.654,50","30.507,00",31654.5,30507.0
JPY,JPY,JPY,"223,84","213,27",223.84,213.27
CAD,CAD,CAD,"18.247,50","17.877,00",18247.5,17877.0
AUD,AUD,AUD,"17.752,00","16.304,00",17752.0,16304.0
SGD,SGD,SGD,"17.488,00","17.232,00",17488.0,17232.0
KRW,KRW,KRW,"22,39","21,15",22.39,21.15
CNY,CNY,CNY,"3.532,00","3.321,50",3532.0,3321.5
THB,THB,THB,"788,00","803,76",788.0,803.76
CHF,CHF,CHF,"26.597,00","24.294,00",26597.0,24294.0
NZD,NZD,NZD,"17.060,00","15.950,00",17060.0,15950.0
HKD,HKD,HKD,"2.984,97","2.973,39",2984.97,2973.39
SEK,SEK,SEK,"2.830,91","2.469,09",2830.91,2469.09
TWD,TWD,TWD,"823,70","770,28",823.7,770.28
XAU,XAU,XAU,"5.575.000,00","4.255.000,00",5575000.0,4255000.0
