row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay VND,Năm trước VND,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,10.675.892.882.757(5.554.093.476.586),9.353.241.367.475(5.215.509.599.615),,,,
Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,10.675.892.882.757(5.554.093.476.586),9.353.241.367.475(5.215.509.599.615),,,,
Thu nhập từ hoạt động dịch vụ nhận được,Chi phí lãi và các chi phí tương tự đã trả > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,774.652.276.991,538.126.710.627,,774652276991.0,538126710627.0,
"Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","Chi phí lãi và các chi phí tương tự đã trả > Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",1.936.449.621.750(10.299.570.610),1.205.828.860.238503.503.226.716,,,1.2058288602385035e+24,
Thu nhập khác/(chi phí khác),Chi phí lãi và các chi phí tương tự đã trả > Thu nhập khác/(chi phí khác),Thu nhập khác/(chi phí khác),1.936.449.621.750(10.299.570.610),1.205.828.860.238503.503.226.716,,,1.2058288602385035e+24,
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Chi phí lãi và các chi phí tương tự đã trả > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",157.003.803.154,230.238.369.106,,157003803154.0,230238369106.0,
Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Chi phí lãi và các chi phí tương tự đã trả > Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,(2.137.926.506.173),(2.349.975.466.519),,-2137926506173.0,-2349975466519.0,
Tiền thuế thu nhập thực nộp trong năm,Chi phí lãi và các chi phí tương tự đã trả > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,(761.844.364.583),(443.735.041.172),,-761844364583.0,-443735041172.0,
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Chi phí lãi và các chi phí tương tự đã trả > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,5.079.834.666.700,3.821.718.426.856,,5079834666700.0,3821718426856.0,
