row_label_raw,row_label_full,Số dư đầu năm > Tăng trong năm,Năm nay VND > 98.783.603.554 > 1.675.483.089.756,Năm trước VND > 113.089.227.594 > 71.121.348.272,numeric__Năm nay VND > 98.783.603.554 > 1.675.483.089.756,numeric__Năm trước VND > 113.089.227.594 > 71.121.348.272
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,(21.467.276.927),(27.667.858.528),-21467276927.0,-27667858528.0
Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,(10.912.113.851),(10.014.523.240),-10912113851.0,-10014523240.0
Chuyển sang tài sản khác,Chuyển sang tài sản khác,Chuyển sang tài sản khác,(23.105.615.526),(47.744.590.544),-23105615526.0,-47744590544.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.718.781.687.006,98.783.603.554,1718781687006.0,98783603554.0
