row_label_raw,row_label_full,col_0,Quỹ dự trữ bổ sung vốn điều lệ VND,Quỹ dự phòng tải chính VND,Quỹ khác thuộc vốn chủ sở hữu VND,Tổng cộng VND,numeric__Quỹ dự trữ bổ sung vốn điều lệ VND,numeric__Quỹ dự phòng tải chính VND,numeric__Quỹ khác thuộc vốn chủ sở hữu VND,numeric__Tổng cộng VND
Số dự tại ngày 1 tháng 1 năm 2020,Số dự tại ngày 1 tháng 1 năm 2020,Số dự tại ngày 1 tháng 1 năm 2020,307.449.491.138,768.121.225.488,374.056.888,1.075.944.773.514,307449491138.0,768121225488.0,374056888.0,1075944773514.0
Trích lập các quỹ trong năm,Trích lập các quỹ trong năm,Trích lập các quỹ trong năm,176.498.440.267,352.996.880.534,-,529.495.320.801,176498440267.0,352996880534.0,,529495320801.0
Số dự tại ngày 31 tháng 12 năm 2020,Số dự tại ngày 31 tháng 12 năm 2020,Số dự tại ngày 31 tháng 12 năm 2020,483.947.931.405,1.121.118.106.022,374.056.888,1.605.440.094.315,483947931405.0,1121118106022.0,374056888.0,1605440094315.0
