row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2020 > Giá gốc VND,Ngày 31 tháng 12 năm 2020 > Giá trị hiện tại VND,Ngày 31 tháng 12 năm 2020 > Tỷ lệ sở hữu,Ngày 31 tháng 12 năm 2019 > Giá gốc VND,Ngày 31 tháng 12 năm 2019 > Giá trị hiện tại VND,Ngày 31 tháng 12 năm 2019 > Tỷ lệ sở hữu,numeric__Ngày 31 tháng 12 năm 2020 > Giá gốc VND,numeric__Ngày 31 tháng 12 năm 2020 > Giá trị hiện tại VND,numeric__Ngày 31 tháng 12 năm 2020 > Tỷ lệ sở hữu,numeric__Ngày 31 tháng 12 năm 2019 > Giá gốc VND,numeric__Ngày 31 tháng 12 năm 2019 > Giá trị hiện tại VND,numeric__Ngày 31 tháng 12 năm 2019 > Tỷ lệ sở hữu
Đầu tư vào tổ chức kinh tế,Đầu tư vào tổ chức kinh tế,Đầu tư vào tổ chức kinh tế,Đầu tư vào tổ chức kinh tế,Đầu tư vào tổ chức kinh tế,Đầu tư vào tổ chức kinh tế,Đầu tư vào tổ chức kinh tế,Đầu tư vào tổ chức kinh tế,Đầu tư vào tổ chức kinh tế,,,,,,
Công ty Cổ phần Quản lý Đầu tư Thành Việt,Đầu tư vào tổ chức kinh tế > Công ty Cổ phần Quản lý Đầu tư Thành Việt,Công ty Cổ phần Quản lý Đầu tư Thành Việt,9.350.000.000,-,"10,00%",9.350.000.000,-,"10,00%",9350000000.0,,0.1,9350000000.0,,0.1
Công ty Cổ phần Đầu tư Ánh Sáng Chung,Đầu tư vào tổ chức kinh tế > Công ty Cổ phần Đầu tư Ánh Sáng Chung,Công ty Cổ phần Đầu tư Ánh Sáng Chung,8.690.000.000,-,"4,35%",8.690.000.000,-,"4,35%",8690000000.0,,0.0435,8690000000.0,,0.0435
Công ty Cổ phần Khách sạn Sài Gòn Tourane,Đầu tư vào tổ chức kinh tế > Công ty Cổ phần Khách sạn Sài Gòn Tourane,Công ty Cổ phần Khách sạn Sài Gòn Tourane,3.000.000.000,2.905.246.550,"10,00%",3.000.000.000,2.838.475.818,"10,00%",3000000000.0,2905246550.0,0.1,3000000000.0,2838475818.0,0.1
Công ty Cổ phần Bất động sản Bến Thành – Đức Khải,Đầu tư vào tổ chức kinh tế > Công ty Cổ phần Bất động sản Bến Thành – Đức Khải,Công ty Cổ phần Bất động sản Bến Thành – Đức Khải,1.500.000.000,-,"8,40%",1.500.000.000,-,"8,40%",1500000000.0,,0.084,1500000000.0,,0.084
Công ty Cổ phần Đầu tư Phát triển Hạ tầng Quảng Nam,Đầu tư vào tổ chức kinh tế > Công ty Cổ phần Đầu tư Phát triển Hạ tầng Quảng Nam,Công ty Cổ phần Đầu tư Phát triển Hạ tầng Quảng Nam,-,-,,2.000.000.000,2.000.000.000,"6,00%",,,,2000000000.0,2000000000.0,0.06
,,,22.540.000.000,2.905.246.550,,24.540.000.000,4.838.475.818,,22540000000.0,2905246550.0,,24540000000.0,4838475818.0,
