row_label_raw,row_label_full,col_0,Mức tăng tỷ giá,Ảnh hưởng đến lợi nhuận sau thuế VND,numeric__Mức tăng tỷ giá,numeric__Ảnh hưởng đến lợi nhuận sau thuế VND
Tại ngày 31 tháng 12 năm 2020 USD,Tại ngày 31 tháng 12 năm 2020 USD,Tại ngày 31 tháng 12 năm 2020 USD,3%,30.917.665.608,0.03,30917665608.0
Tại ngày 31 tháng 12 năm 2019 USD,Tại ngày 31 tháng 12 năm 2019 USD,Tại ngày 31 tháng 12 năm 2019 USD,1%,7.617.420.742,0.01,7617420742.0
