row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay VND,Năm trước VND,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,26,10.793.396.733.884,9.638.357.321.356,26.0,10793396733884.0,9638357321356.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,27,(5.811.739.255.459),(5.537.239.479.214),27.0,-5811739255459.0,-5537239479214.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,4.981.657.478.425,4.101.117.842.142,,4981657478425.0,4101117842142.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,920.888.968.723,617.734.799.412,,920888968723.0,617734799412.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(96.236.691.732),(79.608.088.785),,-96236691732.0,-79608088785.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,28,824.652.276.991,538.126.710.627,28.0,824652276991.0,538126710627.0
Lãi thuần từ hoạt động kinh doanh ngoại hồi,Lãi thuần từ hoạt động kinh doanh ngoại hồi,Lãi thuần từ hoạt động kinh doanh ngoại hồi,29,94.975.111.343,114.400.838.022,29.0,94975111343.0,114400838022.0
Lãi/(lỗ) thuần từ mua bán chứng khoán kinh doanh,Lãi/(lỗ) thuần từ mua bán chứng khoán kinh doanh,Lãi/(lỗ) thuần từ mua bán chứng khoán kinh doanh,30,130.768.950.000,(6.424.930.001),30.0,130768950000.0,-6424930001.0
Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,31,1.751.950.864.090,1.093.550.271.643,31.0,1751950864090.0,1093550271643.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,323.731.488.152,818.791.639.438,,323731488152.0,818791639438.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(112.136.252.518),(54.196.287.166),,-112136252518.0,-54196287166.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,32,211.595.235.634,764.595.352.272,32.0,211595235634.0,764595352272.0
Thu nhập từ góp vốn mua cổ phần,Thu nhập từ góp vốn mua cổ phần,Thu nhập từ góp vốn mua cổ phần,33,2.394.262.149,1.831.574.107,33.0,2394262149.0,1831574107.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,7.997.994.178.632,6.607.197.658.812,,7997994178632.0,6607197658812.0
CHI PHÍ HOẠT ĐỘNG,CHI PHÍ HOẠT ĐỘNG,CHI PHÍ HOẠT ĐỘNG,34,(2.321.008.828.010),(2.442.321.398.710),34.0,-2321008828010.0,-2442321398710.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,5.676.985.350.622,4.164.876.260.102,,5676985350622.0,4164876260102.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,,(1.263.439.294.228),(932.794.429.202),,-1263439294228.0,-932794429202.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,4.413.546.056.394,3.232.081.830.900,,4413546056394.0,3232081830900.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,35,(883.577.251.054),(648.727.468.950),35.0,-883577251054.0,-648727468950.0
Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,35,(883.577.251.054),(648.727.468.950),35.0,-883577251054.0,-648727468950.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,3.529.968.805.340,2.583.354.361.950,,3529968805340.0,2583354361950.0
