row_label_raw,row_label_full,col_0,Số dư cuối năm VND,Số dư đầu năm VND,numeric__Số dư cuối năm VND,numeric__Số dư đầu năm VND
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,79.655.895.325,4.706.221.797,79655895325.0,4706221797.0
- Các khoản phải trả nhân viên,- Các khoản phải trả nhân viên,- Các khoản phải trả nhân viên,79.655.895.325,4.706.221.797,79655895325.0,4706221797.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,1.614.949.920.748,855.363.951.514,1614949920748.0,855363951514.0
- Thuế phải trả,- Thuế phải trả,- Thuế phải trả,445.944.166.201,277.613.066.058,445944166201.0,277613066058.0
- Cổ tức phải trả,- Cổ tức phải trả,- Cổ tức phải trả,18.336.278.164,18.354.758.323,18336278164.0,18354758323.0
- Tiền giữ hộ và đợi thanh toán,- Tiền giữ hộ và đợi thanh toán,- Tiền giữ hộ và đợi thanh toán,18.104.741.560,13.176.412.863,18104741560.0,13176412863.0
- Phải trả dịch vụ kiểu hối,- Phải trả dịch vụ kiểu hối,- Phải trả dịch vụ kiểu hối,117.487.712.405,50.424.725.723,117487712405.0,50424725723.0
- Doanh thu chờ phân bổ,- Doanh thu chờ phân bổ,- Doanh thu chờ phân bổ,189.512.885.000,6.243.145.000,189512885000.0,6243145000.0
- Phải trả dịch vụ thanh toán,- Phải trả dịch vụ thanh toán,- Phải trả dịch vụ thanh toán,583.785.624.167,256.495.028.161,583785624167.0,256495028161.0
- Các khoản phải trả khác,- Các khoản phải trả khác,- Các khoản phải trả khác,241.778.513.251,233.056.815.386,241778513251.0,233056815386.0
Quỹ khen thưởng phúc lợi (i),Quỹ khen thưởng phúc lợi (i),Quỹ khen thưởng phúc lợi (i),39.152.247.757,14.633.535.681,39152247757.0,14633535681.0
,,,1.733.758.063.830,874.703.708.992,1733758063830.0,874703708992.0
